indice,conv,curso_aca,especialidad,id,nota_bach,nota_def,nota_prue,universidad,cod_universidad
253,Septiembre,2017/2018,Artes,ePVqI#####,5.28,8.8,7.98,Universidad de la Laguna,ULL015
254,Junio,2020/2021,Tecnología,rPGDH#####,8.39,9.15,8.64,Universidad de la Laguna,ULL015
255,Septiembre,2017/2018,Tecnología,bVTdA#####,9.92,9.56,6.79,Universidad de la Laguna,ULL015
256,Junio,2019/2020,Artes,lRbIo#####,8.59,7.78,5.06,Universidad de la Laguna,ULL015
257,Julio,2019/2020,Artes,TRmRn#####,6.44,9.87,5.82,Universidad de la Laguna,ULL015
258,Septiembre,2020/2021,Ciencias Sociales,ofuWZ#####,7.46,5.92,9.49,Universidad de la Laguna,ULL015
259,Septiembre,2019/2020,Ciencias Sociales,aLWbP#####,5.55,7.65,8.51,Universidad de la Laguna,ULL015
260,Septiembre,2021/2022,Ciencias Sociales,bIYZY#####,7.91,7.93,9.06,Universidad de la Laguna,ULL015
261,Julio,2018/2019,Ciencias Sociales,oOHTv#####,6.76,8.38,8.06,Universidad de la Laguna,ULL015
262,Julio,2019/2020,Artes,jdgBH#####,9.8,6.1,7.62,Universidad de la Laguna,ULL015
263,Junio,2021/2022,Tecnología,QIChg#####,6.25,8.58,9.18,Universidad de la Laguna,ULL015
264,Septiembre,2021/2022,Ciencias Sociales,Tgmzd#####,5.07,7.51,6.3,Universidad de la Laguna,ULL015
265,Julio,2019/2020,Ciencias Sociales,jgBWZ#####,9.95,7.85,5.68,Universidad de la Laguna,ULL015
266,Septiembre,2022/2023,Tecnología,aByNg#####,8.43,5.34,5.24,Universidad de la Laguna,ULL015
267,Junio,2017/2018,Artes,aSlhX#####,8.59,7.03,6.44,Universidad de la Laguna,ULL015
268,Septiembre,2017/2018,Ciencias Sociales,ZAodn#####,9.07,6.75,9.91,Universidad de la Laguna,ULL015
269,Septiembre,2021/2022,Artes,cteZY#####,9.27,9.92,5.43,Universidad de la Laguna,ULL015
270,Junio,2019/2020,Ciencias Sociales,kEXcc#####,7.83,9.95,9.63,Universidad de la Laguna,ULL015
271,Septiembre,2019/2020,Ciencias Sociales,DglKl#####,5.88,9.09,8.13,Universidad de la Laguna,ULL015
272,Julio,2019/2020,Tecnología,FMVwj#####,5.43,6.23,9.87,Universidad de la Laguna,ULL015
273,Julio,2021/2022,Artes,zwUJo#####,6.66,8.55,7.21,Universidad de la Laguna,ULL015
274,Septiembre,2022/2023,Ciencias Sociales,kLmLI#####,7.92,6.36,9.94,Universidad de la Laguna,ULL015
275,Julio,2022/2023,Ciencias Sociales,sBkWs#####,5.97,6.24,5.96,Universidad de la Laguna,ULL015
276,Junio,2018/2019,Tecnología,IaClN#####,8.38,5.34,6.64,Universidad de la Laguna,ULL015
277,Julio,2022/2023,Ciencias Sociales,iiKBo#####,9.78,5.42,6.86,Universidad de la Laguna,ULL015
278,Julio,2021/2022,Artes,rZeIC#####,6.14,6.67,7.11,Universidad de la Laguna,ULL015
279,Julio,2022/2023,Tecnología,GvaWB#####,9.91,5.17,8.2,Universidad de la Laguna,ULL015
280,Septiembre,2021/2022,Artes,TlUca#####,5.97,5.06,5.29,Universidad de la Laguna,ULL015
281,Junio,2021/2022,Artes,cMpaC#####,8.02,6.98,7.16,Universidad de la Laguna,ULL015
282,Septiembre,2018/2019,Tecnología,crxVH#####,9.87,9.69,9.05,Universidad de la Laguna,ULL015
283,Septiembre,2020/2021,Artes,aWOli#####,7.76,8.09,8.83,Universidad de la Laguna,ULL015
284,Junio,2017/2018,Artes,VdvoU#####,7.22,6.23,8.18,Universidad de la Laguna,ULL015
285,Julio,2021/2022,Tecnología,InXNL#####,5.13,9.36,8.56,Universidad de la Laguna,ULL015
286,Septiembre,2019/2020,Tecnología,teMFW#####,7.62,8.71,7.19,Universidad de la Laguna,ULL015
287,Septiembre,2019/2020,Ciencias Sociales,TddkT#####,8.19,7.39,5.23,Universidad de la Laguna,ULL015
288,Julio,2017/2018,Tecnología,WTtPt#####,5.26,9.1,8.35,Universidad de la Laguna,ULL015
289,Septiembre,2019/2020,Ciencias Sociales,Tdkdd#####,5.04,6.36,8.87,Universidad de la Laguna,ULL015
290,Septiembre,2021/2022,Ciencias Sociales,HHnHu#####,9.89,6.33,9.92,Universidad de la Laguna,ULL015
291,Junio,2020/2021,Ciencias Sociales,hbqIn#####,8.41,8.54,6.88,Universidad de la Laguna,ULL015
292,Septiembre,2022/2023,Artes,WAMZG#####,5.15,9.33,7.26,Universidad de la Laguna,ULL015
293,Septiembre,2020/2021,Artes,fwOjo#####,8.39,9.02,7.63,Universidad de la Laguna,ULL015
294,Junio,2019/2020,Tecnología,kxsqY#####,6.37,7.52,7.94,Universidad de la Laguna,ULL015
295,Septiembre,2022/2023,Tecnología,UxKnn#####,5.02,9.79,5.07,Universidad de la Laguna,ULL015
296,Julio,2022/2023,Ciencias Sociales,ZuPUX#####,7.08,8.3,9.22,Universidad de la Laguna,ULL015
297,Junio,2020/2021,Artes,iROyz#####,7.29,9.9,6.33,Universidad de la Laguna,ULL015
298,Junio,2017/2018,Tecnología,QWBkj#####,7.18,9.62,8.46,Universidad de la Laguna,ULL015
299,Junio,2019/2020,Ciencias Sociales,gNFfm#####,7.41,6.01,8.56,Universidad de la Laguna,ULL015
300,Junio,2021/2022,Tecnología,QlEiD#####,8.14,7.75,9.54,Universidad de la Laguna,ULL015
301,Septiembre,2017/2018,Tecnología,PrRcn#####,6.39,8.54,9.83,Universidad de la Laguna,ULL015
302,Junio,2018/2019,Tecnología,LrKiX#####,6.22,7.06,8.36,Universidad de la Laguna,ULL015
303,Septiembre,2017/2018,Tecnología,zZXEf#####,8.1,9.84,8.82,Universidad de la Laguna,ULL015
304,Julio,2019/2020,Artes,ErWPU#####,8.39,6.11,9.09,Universidad de la Laguna,ULL015
305,Septiembre,2021/2022,Artes,Wflzm#####,6.16,5.92,5.12,Universidad de la Laguna,ULL015
306,Septiembre,2018/2019,Artes,ZhivN#####,9.54,5.0,8.46,Universidad de la Laguna,ULL015
307,Septiembre,2020/2021,Artes,KlFaQ#####,7.89,7.15,9.22,Universidad de la Laguna,ULL015
308,Junio,2018/2019,Ciencias Sociales,vGxkn#####,7.18,6.72,7.98,Universidad de la Laguna,ULL015
309,Septiembre,2020/2021,Artes,OumFW#####,9.58,5.33,6.51,Universidad de la Laguna,ULL015
310,Septiembre,2019/2020,Artes,zvDhC#####,6.46,6.45,7.3,Universidad de la Laguna,ULL015
311,Septiembre,2021/2022,Artes,iEUaP#####,7.07,7.66,5.91,Universidad de la Laguna,ULL015
312,Junio,2021/2022,Artes,TaUJS#####,5.51,9.74,8.35,Universidad de la Laguna,ULL015
313,Junio,2019/2020,Artes,QzVJu#####,9.08,5.54,7.74,Universidad de la Laguna,ULL015
314,Junio,2019/2020,Tecnología,szjvL#####,8.21,7.17,6.81,Universidad de la Laguna,ULL015
315,Septiembre,2022/2023,Artes,KGXDb#####,8.52,7.66,9.7,Universidad de la Laguna,ULL015
316,Julio,2017/2018,Ciencias Sociales,ABdIO#####,8.23,5.6,8.52,Universidad de la Laguna,ULL015
317,Septiembre,2018/2019,Artes,kbkdM#####,5.14,8.03,6.5,Universidad de la Laguna,ULL015
318,Julio,2022/2023,Ciencias Sociales,cNjEj#####,5.28,6.64,7.6,Universidad de la Laguna,ULL015
319,Junio,2022/2023,Tecnología,QTWQB#####,6.52,6.18,6.08,Universidad de la Laguna,ULL015
320,Septiembre,2019/2020,Artes,eHlBL#####,8.92,7.46,9.21,Universidad de la Laguna,ULL015
321,Julio,2021/2022,Tecnología,xvSar#####,8.23,8.59,5.09,Universidad de la Laguna,ULL015
322,Septiembre,2022/2023,Artes,YREnr#####,7.72,5.56,8.96,Universidad de la Laguna,ULL015
323,Septiembre,2018/2019,Tecnología,pAoCt#####,6.82,7.11,7.35,Universidad de la Laguna,ULL015
324,Junio,2017/2018,Artes,xvYWP#####,5.55,5.23,5.54,Universidad de la Laguna,ULL015
325,Julio,2021/2022,Ciencias Sociales,ORToA#####,8.73,9.18,7.05,Universidad de la Laguna,ULL015
326,Septiembre,2017/2018,Tecnología,IsZVG#####,7.69,9.35,5.81,Universidad de la Laguna,ULL015
327,Septiembre,2019/2020,Tecnología,YgRld#####,7.73,7.86,7.06,Universidad de la Laguna,ULL015
328,Junio,2019/2020,Artes,qhCXI#####,6.3,5.06,7.15,Universidad de la Laguna,ULL015
329,Junio,2018/2019,Ciencias Sociales,dnnbn#####,5.79,6.49,9.6,Universidad de la Laguna,ULL015
330,Junio,2018/2019,Ciencias Sociales,mZshR#####,5.48,6.97,5.26,Universidad de la Laguna,ULL015
331,Septiembre,2018/2019,Artes,IVHBl#####,5.21,5.2,7.55,Universidad de la Laguna,ULL015
332,Septiembre,2017/2018,Artes,PFFcR#####,5.71,5.99,8.8,Universidad de la Laguna,ULL015
333,Julio,2021/2022,Tecnología,IjzsO#####,6.72,6.68,9.33,Universidad de la Laguna,ULL015
334,Septiembre,2019/2020,Ciencias Sociales,jwaUM#####,5.85,5.44,5.19,Universidad de la Laguna,ULL015
335,Junio,2018/2019,Tecnología,MLhhG#####,8.07,6.0,6.92,Universidad de la Laguna,ULL015
336,Junio,2018/2019,Ciencias Sociales,CpqiM#####,7.83,6.43,9.8,Universidad de la Laguna,ULL015
337,Junio,2022/2023,Ciencias Sociales,nbQFG#####,8.99,5.39,5.24,Universidad de la Laguna,ULL015
338,Junio,2019/2020,Tecnología,MkbFh#####,7.66,6.58,9.5,Universidad de la Laguna,ULL015
339,Septiembre,2019/2020,Ciencias Sociales,UhnYS#####,9.79,6.56,9.95,Universidad de la Laguna,ULL015
340,Septiembre,2022/2023,Artes,zLZTd#####,8.92,5.22,8.54,Universidad de la Laguna,ULL015
341,Septiembre,2017/2018,Ciencias Sociales,pKGyk#####,7.91,9.65,7.9,Universidad de la Laguna,ULL015
342,Junio,2018/2019,Artes,LQrFj#####,8.25,9.95,6.23,Universidad de la Laguna,ULL015
343,Septiembre,2020/2021,Artes,mzVlY#####,6.82,8.46,8.7,Universidad de la Laguna,ULL015
344,Junio,2022/2023,Tecnología,JWuey#####,8.0,9.91,6.49,Universidad de la Laguna,ULL015
345,Septiembre,2017/2018,Artes,oLwtq#####,7.98,6.2,5.98,Universidad de la Laguna,ULL015
346,Julio,2018/2019,Ciencias Sociales,zpugf#####,6.36,8.13,9.74,Universidad de la Laguna,ULL015
347,Septiembre,2019/2020,Artes,eDfbk#####,6.07,9.12,6.31,Universidad de la Laguna,ULL015
348,Julio,2020/2021,Ciencias Sociales,vJYZO#####,8.87,5.44,9.65,Universidad de la Laguna,ULL015
349,Junio,2019/2020,Artes,BJLtf#####,9.25,9.37,6.96,Universidad de la Laguna,ULL015
350,Julio,2021/2022,Artes,pPeNK#####,6.01,8.37,7.07,Universidad de la Laguna,ULL015
351,Junio,2018/2019,Artes,mJflR#####,5.83,5.18,6.74,Universidad de la Laguna,ULL015
352,Julio,2022/2023,Artes,KmKav#####,8.66,5.22,6.6,Universidad de la Laguna,ULL015
353,Julio,2021/2022,Ciencias Sociales,cyaxx#####,9.96,5.93,8.3,Universidad de la Laguna,ULL015
354,Junio,2019/2020,Tecnología,pWmwx#####,9.66,5.75,5.42,Universidad de la Laguna,ULL015
355,Septiembre,2017/2018,Artes,peohA#####,9.14,5.11,5.0,Universidad de la Laguna,ULL015
356,Septiembre,2021/2022,Artes,KNnhQ#####,6.44,8.34,7.92,Universidad de la Laguna,ULL015
357,Septiembre,2021/2022,Tecnología,nwhsL#####,6.83,9.99,7.91,Universidad de la Laguna,ULL015
358,Junio,2022/2023,Tecnología,amUlb#####,7.04,6.31,9.56,Universidad de la Laguna,ULL015
359,Julio,2021/2022,Ciencias Sociales,jiwuX#####,9.88,8.23,7.65,Universidad de la Laguna,ULL015
360,Junio,2019/2020,Artes,NEnyc#####,9.95,9.32,7.3,Universidad de la Laguna,ULL015
361,Julio,2021/2022,Tecnología,FNEyy#####,5.85,5.96,9.5,Universidad de la Laguna,ULL015
362,Septiembre,2017/2018,Tecnología,sFcAR#####,8.3,8.28,7.34,Universidad de la Laguna,ULL015
363,Septiembre,2021/2022,Artes,HDhYT#####,5.17,7.53,5.78,Universidad de la Laguna,ULL015
364,Julio,2019/2020,Tecnología,mMEQl#####,8.15,5.41,5.3,Universidad de la Laguna,ULL015
365,Septiembre,2017/2018,Tecnología,URnOd#####,9.08,9.06,8.24,Universidad de la Laguna,ULL015
366,Julio,2018/2019,Tecnología,WXUWd#####,8.23,9.26,6.42,Universidad de la Laguna,ULL015
367,Septiembre,2020/2021,Ciencias Sociales,mTPqn#####,8.98,7.2,6.78,Universidad de la Laguna,ULL015
368,Julio,2022/2023,Ciencias Sociales,HGKMX#####,9.47,7.72,6.12,Universidad de la Laguna,ULL015
369,Junio,2019/2020,Artes,bfYLe#####,8.8,9.53,9.53,Universidad de la Laguna,ULL015
370,Junio,2021/2022,Ciencias Sociales,Pogfl#####,9.21,6.88,6.52,Universidad de la Laguna,ULL015
371,Junio,2017/2018,Tecnología,YkLFS#####,6.71,7.85,7.72,Universidad de la Laguna,ULL015
372,Julio,2022/2023,Artes,OKecD#####,7.6,7.14,5.35,Universidad de la Laguna,ULL015
373,Septiembre,2018/2019,Tecnología,PdIwa#####,5.91,7.57,9.0,Universidad de la Laguna,ULL015
374,Julio,2022/2023,Ciencias Sociales,IOprH#####,6.98,9.91,9.57,Universidad de la Laguna,ULL015
375,Septiembre,2018/2019,Artes,LDRQH#####,5.41,8.75,5.78,Universidad de la Laguna,ULL015
376,Julio,2020/2021,Artes,TfmLL#####,5.32,6.86,7.81,Universidad de la Laguna,ULL015
377,Julio,2018/2019,Ciencias Sociales,enzkG#####,9.93,9.19,9.65,Universidad de la Laguna,ULL015
378,Junio,2018/2019,Artes,JCMkf#####,7.66,7.11,6.2,Universidad de la Laguna,ULL015
379,Junio,2017/2018,Tecnología,gaPuY#####,5.12,6.03,6.03,Universidad de la Laguna,ULL015
380,Julio,2019/2020,Ciencias Sociales,BycRR#####,5.5,8.14,6.96,Universidad de la Laguna,ULL015
381,Junio,2017/2018,Tecnología,UFLXo#####,6.7,8.46,7.94,Universidad de la Laguna,ULL015
382,Junio,2020/2021,Tecnología,hxbAI#####,5.89,7.15,6.47,Universidad de la Laguna,ULL015
383,Septiembre,2018/2019,Artes,EKEix#####,8.46,9.71,5.16,Universidad de la Laguna,ULL015
384,Junio,2022/2023,Ciencias Sociales,HSCdO#####,8.27,7.95,8.53,Universidad de la Laguna,ULL015
385,Julio,2017/2018,Ciencias Sociales,XQFvv#####,5.64,7.7,7.42,Universidad de la Laguna,ULL015
386,Julio,2022/2023,Artes,LYulm#####,9.11,5.53,9.74,Universidad de la Laguna,ULL015
387,Junio,2018/2019,Artes,nbQTP#####,7.23,6.41,6.24,Universidad de la Laguna,ULL015
388,Junio,2018/2019,Ciencias Sociales,oirwo#####,5.83,6.43,5.9,Universidad de la Laguna,ULL015
389,Junio,2019/2020,Artes,yycPL#####,5.7,9.02,9.93,Universidad de la Laguna,ULL015
390,Septiembre,2020/2021,Ciencias Sociales,bBrgX#####,7.7,7.16,6.43,Universidad de la Laguna,ULL015
391,Julio,2022/2023,Ciencias Sociales,nwOjw#####,8.88,8.63,7.45,Universidad de la Laguna,ULL015
392,Julio,2019/2020,Artes,LRhKB#####,5.29,8.58,6.58,Universidad de la Laguna,ULL015
393,Julio,2020/2021,Artes,lUyuo#####,9.58,6.73,5.3,Universidad de la Laguna,ULL015
394,Junio,2017/2018,Tecnología,SLdRJ#####,8.6,9.68,9.16,Universidad de la Laguna,ULL015
395,Junio,2020/2021,Tecnología,fFvHt#####,7.34,5.13,7.55,Universidad de la Laguna,ULL015
396,Junio,2022/2023,Ciencias Sociales,LrfAY#####,9.27,5.13,6.16,Universidad de la Laguna,ULL015
397,Septiembre,2018/2019,Tecnología,YmdVV#####,5.59,8.49,9.7,Universidad de la Laguna,ULL015
398,Septiembre,2022/2023,Tecnología,aFSEG#####,8.7,8.02,6.61,Universidad de la Laguna,ULL015
399,Junio,2021/2022,Tecnología,TYbIl#####,5.28,9.6,8.21,Universidad de la Laguna,ULL015
400,Junio,2018/2019,Tecnología,GdiAD#####,5.47,7.89,8.85,Universidad de la Laguna,ULL015
401,Septiembre,2018/2019,Tecnología,TFZCN#####,5.83,8.46,6.19,Universidad de la Laguna,ULL015
402,Septiembre,2019/2020,Artes,rDdsK#####,6.55,5.38,6.99,Universidad de la Laguna,ULL015
403,Septiembre,2019/2020,Ciencias Sociales,ERDRK#####,5.99,9.08,9.73,Universidad de la Laguna,ULL015
404,Septiembre,2020/2021,Artes,Klacn#####,7.24,5.09,9.69,Universidad de la Laguna,ULL015
405,Julio,2022/2023,Ciencias Sociales,tjZkI#####,8.21,7.83,6.99,Universidad de la Laguna,ULL015
406,Julio,2018/2019,Artes,NNsmU#####,7.04,6.49,8.7,Universidad de la Laguna,ULL015
407,Julio,2020/2021,Artes,oEPDO#####,5.18,8.46,7.75,Universidad de la Laguna,ULL015
408,Septiembre,2019/2020,Tecnología,AtJyU#####,7.68,9.91,8.31,Universidad de la Laguna,ULL015
409,Julio,2018/2019,Tecnología,yOICV#####,9.45,9.51,7.61,Universidad de la Laguna,ULL015
410,Junio,2018/2019,Tecnología,oUEJF#####,6.35,7.36,5.67,Universidad de la Laguna,ULL015
411,Septiembre,2017/2018,Artes,qNptg#####,5.67,8.36,6.57,Universidad de la Laguna,ULL015
412,Julio,2021/2022,Ciencias Sociales,HUxZt#####,5.53,8.83,6.56,Universidad de la Laguna,ULL015
413,Junio,2017/2018,Tecnología,oKpZQ#####,8.5,9.85,6.13,Universidad de la Laguna,ULL015
414,Junio,2021/2022,Ciencias Sociales,OMYvY#####,9.13,9.33,5.98,Universidad de la Laguna,ULL015
415,Junio,2020/2021,Artes,vgzmd#####,5.11,7.35,8.85,Universidad de la Laguna,ULL015
416,Julio,2019/2020,Tecnología,QbYSP#####,8.3,6.14,8.19,Universidad de la Laguna,ULL015
417,Septiembre,2022/2023,Ciencias Sociales,yckfk#####,6.01,8.81,6.2,Universidad de la Laguna,ULL015
418,Julio,2020/2021,Artes,nzTWU#####,7.9,9.03,8.59,Universidad de la Laguna,ULL015
419,Junio,2018/2019,Tecnología,okgUX#####,9.37,5.59,8.77,Universidad de la Laguna,ULL015
420,Septiembre,2022/2023,Tecnología,cdSJJ#####,9.58,9.92,5.89,Universidad de la Laguna,ULL015
421,Septiembre,2022/2023,Ciencias Sociales,AIgPj#####,6.0,9.98,8.78,Universidad de la Laguna,ULL015
422,Julio,2018/2019,Ciencias Sociales,yMzEZ#####,8.94,6.96,9.45,Universidad de la Laguna,ULL015
423,Septiembre,2017/2018,Artes,qFIaL#####,7.11,8.27,9.15,Universidad de la Laguna,ULL015
424,Septiembre,2017/2018,Ciencias Sociales,sUJOF#####,6.27,5.58,8.56,Universidad de la Laguna,ULL015
425,Septiembre,2018/2019,Artes,euHoh#####,5.98,8.49,5.21,Universidad de la Laguna,ULL015
426,Junio,2017/2018,Artes,OTknp#####,6.67,8.88,8.01,Universidad de la Laguna,ULL015
427,Septiembre,2021/2022,Tecnología,SAZtG#####,5.08,8.0,6.14,Universidad de la Laguna,ULL015
428,Junio,2019/2020,Ciencias Sociales,WsWHW#####,8.87,5.92,9.84,Universidad de la Laguna,ULL015
429,Julio,2017/2018,Artes,iuKzi#####,8.18,5.51,6.92,Universidad de la Laguna,ULL015
430,Julio,2019/2020,Artes,RDTaH#####,8.77,9.62,9.08,Universidad de la Laguna,ULL015
431,Septiembre,2021/2022,Artes,lsjmM#####,7.5,6.25,8.72,Universidad de la Laguna,ULL015
432,Septiembre,2022/2023,Ciencias Sociales,tEXda#####,5.48,8.39,6.19,Universidad de la Laguna,ULL015
433,Junio,2020/2021,Artes,mShbw#####,8.71,8.54,9.36,Universidad de la Laguna,ULL015
434,Junio,2022/2023,Artes,aZsIK#####,8.31,7.98,7.04,Universidad de la Laguna,ULL015
435,Junio,2022/2023,Artes,BtHEr#####,5.8,5.35,8.1,Universidad de la Laguna,ULL015
436,Julio,2021/2022,Ciencias Sociales,pBLUS#####,7.32,5.19,6.64,Universidad de la Laguna,ULL015
437,Julio,2020/2021,Ciencias Sociales,cirrK#####,8.0,8.91,8.5,Universidad de la Laguna,ULL015
438,Septiembre,2017/2018,Tecnología,oUdPj#####,5.03,7.07,6.59,Universidad de la Laguna,ULL015
439,Septiembre,2017/2018,Artes,ZUhbt#####,8.47,6.64,8.95,Universidad de la Laguna,ULL015
440,Septiembre,2017/2018,Ciencias Sociales,sQLCC#####,6.52,5.66,5.48,Universidad de la Laguna,ULL015
441,Septiembre,2021/2022,Tecnología,WKFVU#####,5.77,9.02,6.97,Universidad de la Laguna,ULL015
442,Junio,2020/2021,Ciencias Sociales,EOKwE#####,8.47,8.47,8.85,Universidad de la Laguna,ULL015
443,Junio,2020/2021,Artes,mmkUe#####,8.31,5.69,9.43,Universidad de la Laguna,ULL015
444,Septiembre,2021/2022,Artes,SVDIK#####,5.72,9.53,6.38,Universidad de la Laguna,ULL015
445,Septiembre,2020/2021,Ciencias Sociales,SrhsF#####,7.84,9.29,9.29,Universidad de la Laguna,ULL015
446,Septiembre,2017/2018,Artes,jxuYV#####,7.19,5.77,5.89,Universidad de la Laguna,ULL015
447,Septiembre,2017/2018,Tecnología,eDkCZ#####,5.57,9.29,6.64,Universidad de la Laguna,ULL015
