indice,conv,curso_aca,especialidad,id,nota_bach,nota_def,nota_prue,universidad,cod_universidad
585,C77,2018/2019,nihil,RVr49777,5.78,6.67,8.78,Universidad de Madrid,UDM01
586,C48,2017/2018,quisquam,Iwf86235,5.32,8.7,7.97,Universidad de Madrid,UDM01
587,C33,2018/2019,at,zmM55146,9.86,7.92,7.99,Universidad de Barcelona,UDB02
588,C91,2020/2021,nisi,gAq99997,6.62,9.67,6.74,Universidad de La Laguna,ULL03
589,C79,2019/2020,alias,WnP74455,7.69,8.63,7.84,Universidad de La Laguna,ULL03
590,C48,2020/2021,ut,jlO53215,5.79,5.91,8.18,Universidad de Madrid,UDM01
591,C82,2023/2024,repellendus,RhW36167,9.08,8.66,7.7,Universidad de La Laguna,ULL03
592,C92,2023/2024,numquam,KaA17150,8.13,7.58,9.64,Universidad de La Laguna,ULL03
593,C09,2021/2022,a,YIQ61521,7.4,5.25,5.72,Universidad de Madrid,UDM01
594,C76,2023/2024,soluta,qqe82090,7.84,7.62,7.64,Universidad de Barcelona,UDB02
595,C36,2022/2023,aut,RGA61605,8.94,9.85,8.74,Universidad de Barcelona,UDB02
596,C48,2019/2020,molestias,fqH89392,5.63,6.02,9.14,Universidad de Barcelona,UDB02
597,C85,2021/2022,sed,mgo48861,6.02,8.67,8.57,Universidad de La Laguna,ULL03
598,C39,2018/2019,accusamus,NxP04410,8.88,8.57,6.27,Universidad de La Laguna,ULL03
599,C63,2023/2024,quisquam,xWP43245,8.48,5.53,8.98,Universidad de Madrid,UDM01
600,C23,2019/2020,magni,Qfx70594,5.06,8.03,8.96,Universidad de La Laguna,ULL03
601,C47,2017/2018,doloribus,LpT60369,7.8,6.83,6.16,Universidad de La Laguna,ULL03
602,C22,2019/2020,repellendus,sGd58224,7.73,8.64,8.99,Universidad de La Laguna,ULL03
603,C87,2021/2022,dolore,Bbq82935,7.44,9.03,7.55,Universidad de Madrid,UDM01
604,C90,2023/2024,fugiat,IxP64128,9.9,6.95,6.25,Universidad de Madrid,UDM01
605,C13,2018/2019,veritatis,ttS38580,7.48,6.19,5.25,Universidad de Madrid,UDM01
606,C62,2022/2023,ea,zLa40920,9.31,5.1,8.03,Universidad de Madrid,UDM01
607,C22,2018/2019,iure,OtM50484,8.84,7.65,8.79,Universidad de Barcelona,UDB02
608,C37,2021/2022,aperiam,zME67936,6.29,7.26,8.12,Universidad de Madrid,UDM01
609,C55,2021/2022,magnam,guM83807,5.42,9.06,8.76,Universidad de La Laguna,ULL03
610,C67,2019/2020,tenetur,lVA89564,6.89,9.45,6.59,Universidad de La Laguna,ULL03
611,C05,2018/2019,velit,reW72328,5.65,6.38,9.5,Universidad de Madrid,UDM01
612,C07,2021/2022,quod,tVT06820,9.93,5.98,9.8,Universidad de Madrid,UDM01
613,C04,2018/2019,ad,Ayg09327,7.35,9.27,9.47,Universidad de La Laguna,ULL03
614,C51,2018/2019,autem,Agl18359,9.98,7.03,8.37,Universidad de Barcelona,UDB02
615,C61,2023/2024,eveniet,Spt58654,9.17,6.28,8.05,Universidad de Madrid,UDM01
616,C76,2023/2024,libero,mPM40397,9.38,5.31,7.49,Universidad de Madrid,UDM01
617,C72,2017/2018,voluptatem,RrO49576,9.83,9.17,9.77,Universidad de Madrid,UDM01
618,C46,2022/2023,sequi,Ivm68398,7.38,7.61,8.75,Universidad de Barcelona,UDB02
619,C50,2020/2021,perferendis,Pzy33784,6.63,6.4,5.99,Universidad de La Laguna,ULL03
620,C26,2023/2024,tempore,Twu35554,8.08,6.71,7.57,Universidad de Madrid,UDM01
621,C46,2020/2021,illum,qro73614,8.69,8.43,5.53,Universidad de Madrid,UDM01
622,C02,2019/2020,ipsam,VhC18366,6.5,9.51,7.92,Universidad de Madrid,UDM01
623,C10,2020/2021,ab,ztb58049,9.73,6.54,6.51,Universidad de Barcelona,UDB02
624,C79,2022/2023,possimus,ipo39422,7.17,9.18,10.0,Universidad de Madrid,UDM01
625,C02,2020/2021,numquam,Png22280,9.74,8.78,6.61,Universidad de Barcelona,UDB02
626,C03,2023/2024,consectetur,cHB06459,6.15,6.6,8.14,Universidad de La Laguna,ULL03
627,C40,2023/2024,optio,sQP76067,8.34,9.49,9.09,Universidad de La Laguna,ULL03
628,C02,2022/2023,quod,itZ42964,9.27,7.54,9.33,Universidad de Madrid,UDM01
629,C21,2020/2021,tenetur,zXq69913,7.33,9.7,5.63,Universidad de Madrid,UDM01
630,C70,2023/2024,laudantium,anj37471,7.65,5.18,5.71,Universidad de La Laguna,ULL03
631,C34,2019/2020,iste,oAL56536,5.68,7.78,8.17,Universidad de La Laguna,ULL03
632,C14,2020/2021,voluptate,Nlv32756,8.97,5.52,8.34,Universidad de La Laguna,ULL03
633,C21,2019/2020,dolorem,Xdt78730,5.34,8.05,8.42,Universidad de Barcelona,UDB02
634,C42,2021/2022,est,oQI82095,5.1,7.52,6.1,Universidad de La Laguna,ULL03
635,C30,2020/2021,doloremque,rZw78945,9.25,8.24,9.47,Universidad de La Laguna,ULL03
636,C00,2020/2021,magnam,wdC66100,5.5,8.76,6.18,Universidad de Barcelona,UDB02
637,C79,2019/2020,porro,Pmb84152,5.71,5.18,6.02,Universidad de Madrid,UDM01
638,C05,2021/2022,perferendis,VqX64299,6.04,6.46,6.47,Universidad de Barcelona,UDB02
639,C30,2018/2019,dicta,lyz27927,9.19,9.7,9.37,Universidad de La Laguna,ULL03
640,C50,2017/2018,quibusdam,SyA02527,5.34,8.19,6.9,Universidad de Barcelona,UDB02
641,C13,2017/2018,est,pFK65757,9.91,5.05,5.86,Universidad de La Laguna,ULL03
642,C31,2021/2022,sint,ioS03419,5.2,5.35,8.27,Universidad de La Laguna,ULL03
643,C72,2023/2024,pariatur,nLA37628,8.8,8.08,7.22,Universidad de La Laguna,ULL03
644,C40,2018/2019,perspiciatis,yon32353,6.53,6.22,9.22,Universidad de Madrid,UDM01
645,C02,2017/2018,dolorum,rau78844,8.64,5.34,6.33,Universidad de Barcelona,UDB02
646,C45,2022/2023,amet,gfZ04507,9.09,5.93,7.36,Universidad de Barcelona,UDB02
647,C81,2022/2023,occaecati,xoZ11433,9.03,8.01,6.91,Universidad de La Laguna,ULL03
648,C60,2020/2021,necessitatibus,qFT18868,9.4,5.8,8.99,Universidad de Madrid,UDM01
649,C47,2017/2018,cupiditate,vwu41395,8.64,8.64,5.32,Universidad de Madrid,UDM01
650,C41,2019/2020,neque,PUh92623,7.42,8.6,8.39,Universidad de Madrid,UDM01
651,C09,2022/2023,ipsum,YRL68111,5.98,6.93,7.21,Universidad de Madrid,UDM01
652,C97,2018/2019,sint,KaA09746,5.8,6.31,6.47,Universidad de Barcelona,UDB02
653,C42,2021/2022,iusto,ycy51784,8.45,8.81,9.24,Universidad de Barcelona,UDB02
654,C40,2018/2019,ipsum,uPd34767,6.63,6.01,9.33,Universidad de Madrid,UDM01
655,C31,2020/2021,minus,zRv35356,6.72,6.39,9.63,Universidad de La Laguna,ULL03
656,C04,2023/2024,aut,XfG49067,6.39,8.4,7.51,Universidad de La Laguna,ULL03
657,C16,2018/2019,reprehenderit,icg29953,7.93,9.54,9.39,Universidad de Barcelona,UDB02
658,C81,2018/2019,nulla,sZv06525,8.99,7.22,5.97,Universidad de La Laguna,ULL03
659,C51,2020/2021,provident,hjA71376,5.39,8.47,6.61,Universidad de Madrid,UDM01
660,C12,2019/2020,delectus,IKD42720,8.64,7.61,7.79,Universidad de Barcelona,UDB02
661,C73,2018/2019,error,xjI02908,9.41,7.78,5.81,Universidad de Barcelona,UDB02
662,C40,2019/2020,provident,xKm32456,9.76,9.35,5.53,Universidad de La Laguna,ULL03
663,C04,2020/2021,est,wMe26567,7.4,5.86,6.0,Universidad de La Laguna,ULL03
664,C10,2020/2021,ratione,wXB61670,7.8,8.47,8.26,Universidad de La Laguna,ULL03
665,C75,2022/2023,ad,uql95312,7.86,5.45,5.6,Universidad de Madrid,UDM01
666,C01,2018/2019,animi,ojl56395,6.21,9.98,7.99,Universidad de Madrid,UDM01
667,C90,2020/2021,similique,LES58466,7.03,5.24,9.95,Universidad de Barcelona,UDB02
668,C84,2021/2022,ad,khf16797,7.13,8.94,8.2,Universidad de La Laguna,ULL03
669,C79,2022/2023,voluptates,CXY73197,8.87,9.51,9.19,Universidad de Barcelona,UDB02
670,C17,2019/2020,dicta,HKA11269,9.64,6.4,8.27,Universidad de Barcelona,UDB02
671,C05,2018/2019,in,erw85552,8.55,7.81,5.79,Universidad de Madrid,UDM01
672,C13,2019/2020,facilis,Fbc25293,9.44,5.63,7.39,Universidad de La Laguna,ULL03
673,C21,2021/2022,eveniet,iNj90433,5.44,7.99,6.36,Universidad de Barcelona,UDB02
674,C19,2017/2018,possimus,MZl61712,9.93,9.61,6.75,Universidad de Barcelona,UDB02
675,C81,2020/2021,ad,Yjz53100,5.79,5.79,5.18,Universidad de La Laguna,ULL03
676,C67,2023/2024,quisquam,sFF94765,9.99,7.59,6.05,Universidad de La Laguna,ULL03
677,C96,2020/2021,mollitia,nYP84044,5.34,5.84,5.65,Universidad de Madrid,UDM01
678,C83,2017/2018,expedita,FMm52787,6.57,8.48,6.96,Universidad de Madrid,UDM01
679,C10,2022/2023,veniam,pYo05973,5.38,6.51,5.18,Universidad de Madrid,UDM01
680,C53,2019/2020,saepe,NdO31696,8.84,9.45,7.97,Universidad de Madrid,UDM01
681,C00,2021/2022,modi,bwL61055,7.77,8.35,6.79,Universidad de Barcelona,UDB02
682,C74,2019/2020,labore,YyP61573,7.26,5.47,8.21,Universidad de Madrid,UDM01
683,C67,2023/2024,quibusdam,zgW37006,8.23,9.24,6.56,Universidad de Madrid,UDM01
684,C97,2018/2019,nemo,tQI61357,7.99,6.92,7.98,Universidad de Madrid,UDM01
685,C07,2023/2024,fuga,xVM95393,7.17,8.95,9.81,Universidad de Barcelona,UDB02
686,C76,2018/2019,odit,ccy55916,6.21,7.66,8.1,Universidad de Barcelona,UDB02
687,C56,2018/2019,quia,tlN42912,8.92,8.42,9.86,Universidad de Madrid,UDM01
688,C36,2023/2024,dignissimos,vAV86961,9.23,8.03,6.98,Universidad de La Laguna,ULL03
689,C99,2019/2020,laborum,FJI60271,8.63,7.44,5.36,Universidad de La Laguna,ULL03
690,C66,2020/2021,dicta,kIs43845,6.28,5.65,9.69,Universidad de Madrid,UDM01
691,C62,2021/2022,assumenda,xXP20687,8.74,5.53,5.97,Universidad de Madrid,UDM01
692,C68,2017/2018,consequuntur,YdM59599,5.0,9.66,8.15,Universidad de La Laguna,ULL03
693,C64,2021/2022,tempora,IRF49381,7.46,5.45,9.31,Universidad de Madrid,UDM01
694,C62,2019/2020,maiores,HUg97016,7.91,9.09,5.07,Universidad de Barcelona,UDB02
695,C75,2020/2021,deleniti,FZX98575,7.0,9.71,8.09,Universidad de La Laguna,ULL03
696,C48,2021/2022,dolorum,JbF39259,7.5,5.24,7.79,Universidad de La Laguna,ULL03
697,C57,2019/2020,asperiores,kYO98012,8.07,8.66,8.29,Universidad de Barcelona,UDB02
698,C71,2022/2023,officia,Hoq31597,9.56,6.87,8.36,Universidad de Barcelona,UDB02
699,C82,2021/2022,cupiditate,MXx17397,5.35,9.2,6.93,Universidad de Madrid,UDM01
700,C18,2021/2022,ad,bpz62678,8.55,7.74,9.91,Universidad de Madrid,UDM01
701,C34,2017/2018,dolorem,uzm15427,8.46,6.27,9.07,Universidad de La Laguna,ULL03
702,C55,2019/2020,voluptas,nWW47076,8.21,5.64,8.12,Universidad de Madrid,UDM01
703,C86,2023/2024,fugiat,JzG86427,6.49,5.48,5.81,Universidad de La Laguna,ULL03
704,C16,2017/2018,pariatur,jUN28037,7.61,7.68,7.12,Universidad de Madrid,UDM01
705,C74,2023/2024,aspernatur,Edy24093,8.82,7.79,6.9,Universidad de La Laguna,ULL03
706,C87,2020/2021,ut,bvk28140,6.33,6.9,8.83,Universidad de Barcelona,UDB02
707,C10,2023/2024,eligendi,gwm05163,9.57,7.23,5.75,Universidad de Madrid,UDM01
708,C95,2019/2020,dicta,FTi67853,9.66,9.04,5.59,Universidad de Madrid,UDM01
709,C61,2023/2024,impedit,Veg66319,7.55,8.02,9.87,Universidad de La Laguna,ULL03
710,C01,2020/2021,tenetur,Lue44278,8.8,9.04,7.97,Universidad de Madrid,UDM01
711,C77,2020/2021,aperiam,TAA36911,9.87,6.18,9.6,Universidad de Madrid,UDM01
712,C63,2017/2018,mollitia,Lxy91851,6.24,5.49,9.45,Universidad de Barcelona,UDB02
713,C31,2017/2018,placeat,Gbl20208,9.88,8.98,9.46,Universidad de Barcelona,UDB02
714,C85,2017/2018,nihil,vCu90992,6.98,6.13,9.17,Universidad de La Laguna,ULL03
715,C84,2019/2020,ea,lrb87933,5.98,8.75,6.13,Universidad de La Laguna,ULL03
716,C81,2018/2019,labore,YIB27821,9.43,6.0,5.74,Universidad de Barcelona,UDB02
717,C20,2023/2024,tempora,Xgq64014,6.99,9.08,9.84,Universidad de Barcelona,UDB02
718,C48,2018/2019,expedita,JRL36181,8.07,8.85,8.56,Universidad de Madrid,UDM01
719,C76,2017/2018,beatae,MBI61596,6.38,8.56,8.6,Universidad de Barcelona,UDB02
720,C98,2021/2022,dolorem,bwm01391,8.75,6.54,7.01,Universidad de Barcelona,UDB02
721,C20,2018/2019,aliquid,vJi20877,6.8,5.1,9.08,Universidad de La Laguna,ULL03
722,C80,2022/2023,esse,RXB74307,7.03,7.64,8.62,Universidad de La Laguna,ULL03
723,C50,2022/2023,dolorum,kWE31982,8.28,6.79,7.71,Universidad de La Laguna,ULL03
724,C55,2020/2021,odit,dvA00902,7.93,7.66,9.74,Universidad de La Laguna,ULL03
725,C08,2017/2018,est,GhO20456,7.54,9.18,6.67,Universidad de Barcelona,UDB02
726,C50,2017/2018,dolor,WJp35037,8.05,6.25,8.72,Universidad de Barcelona,UDB02
727,C12,2017/2018,odio,ffh52249,6.81,5.72,5.26,Universidad de La Laguna,ULL03
728,C52,2023/2024,odit,rni58600,8.75,7.23,9.86,Universidad de La Laguna,ULL03
729,C16,2018/2019,aut,PXq74644,7.77,7.12,6.16,Universidad de La Laguna,ULL03
730,C58,2018/2019,nobis,TiB93317,5.96,9.64,9.77,Universidad de Madrid,UDM01
731,C75,2020/2021,aut,ihF04113,9.77,5.47,6.04,Universidad de Madrid,UDM01
732,C59,2020/2021,nesciunt,WRE28562,5.83,5.48,8.87,Universidad de Madrid,UDM01
733,C78,2022/2023,debitis,Zdx87563,9.64,6.18,6.07,Universidad de Barcelona,UDB02
734,C58,2019/2020,error,CCa89470,7.47,8.87,9.88,Universidad de Madrid,UDM01
735,C05,2019/2020,fugiat,HFt15930,9.8,7.26,5.58,Universidad de La Laguna,ULL03
736,C02,2017/2018,libero,VJJ21778,5.15,5.87,7.71,Universidad de La Laguna,ULL03
737,C43,2022/2023,debitis,HAM95541,7.04,7.27,7.78,Universidad de Barcelona,UDB02
738,C70,2022/2023,quasi,dAj69095,8.47,6.69,6.97,Universidad de Madrid,UDM01
739,C95,2023/2024,pariatur,Yra49775,5.12,6.06,6.45,Universidad de Barcelona,UDB02
740,C15,2020/2021,a,SZU76477,9.16,9.29,6.9,Universidad de Barcelona,UDB02
741,C39,2022/2023,id,Lng47193,9.0,6.33,7.04,Universidad de Barcelona,UDB02
742,C00,2018/2019,praesentium,Dhe57135,9.18,6.92,6.07,Universidad de Barcelona,UDB02
743,C92,2019/2020,optio,mgP16094,5.49,6.86,8.84,Universidad de Madrid,UDM01
744,C67,2022/2023,perspiciatis,Zth52471,8.65,7.08,6.82,Universidad de Madrid,UDM01
745,C29,2017/2018,vitae,TQN95754,8.01,6.9,9.63,Universidad de La Laguna,ULL03
746,C12,2021/2022,sint,rok84533,9.2,8.07,9.74,Universidad de La Laguna,ULL03
747,C73,2022/2023,quam,xpc57770,7.09,9.13,9.41,Universidad de Madrid,UDM01
748,C65,2020/2021,officia,Kql16848,5.3,5.61,9.41,Universidad de Barcelona,UDB02
749,C69,2023/2024,vitae,rvt39044,9.78,5.19,7.05,Universidad de Barcelona,UDB02
750,C37,2019/2020,ducimus,dSj46161,7.19,5.89,5.53,Universidad de Madrid,UDM01
751,C47,2020/2021,ipsam,Lbc96996,5.69,5.18,8.09,Universidad de Barcelona,UDB02
752,C53,2022/2023,dignissimos,HDf55692,6.21,8.04,6.5,Universidad de Madrid,UDM01
753,C02,2023/2024,nulla,lWC87198,9.93,5.91,7.57,Universidad de Madrid,UDM01
754,C57,2022/2023,reiciendis,YhM60171,9.74,6.75,9.99,Universidad de La Laguna,ULL03
755,C21,2023/2024,doloremque,KVC52752,8.92,6.94,8.95,Universidad de Barcelona,UDB02
756,C16,2021/2022,occaecati,YsQ84487,7.61,5.43,8.88,Universidad de Barcelona,UDB02
757,C75,2021/2022,asperiores,ZYL92595,6.03,7.33,7.97,Universidad de Barcelona,UDB02
758,C96,2023/2024,reprehenderit,zRZ94581,7.64,6.14,5.7,Universidad de La Laguna,ULL03
759,C58,2021/2022,laborum,Zmh65406,7.07,7.99,7.25,Universidad de Barcelona,UDB02
760,C66,2017/2018,aut,cKv33673,8.08,8.02,9.54,Universidad de Madrid,UDM01
761,C85,2022/2023,velit,iAE68324,9.18,5.05,8.33,Universidad de Madrid,UDM01
762,C06,2022/2023,aperiam,urW23133,9.3,6.89,9.04,Universidad de Madrid,UDM01
763,C20,2018/2019,similique,SfU49553,6.98,9.68,6.83,Universidad de Madrid,UDM01
764,C80,2019/2020,quaerat,hQA87296,8.17,6.39,8.89,Universidad de Madrid,UDM01
765,C92,2022/2023,nisi,bhf34439,9.41,9.94,5.57,Universidad de Madrid,UDM01
766,C08,2020/2021,ipsa,dIp19152,7.8,9.71,5.77,Universidad de La Laguna,ULL03
767,C97,2018/2019,pariatur,vzx48470,5.6,7.12,6.6,Universidad de La Laguna,ULL03
768,C82,2017/2018,eligendi,XOc88861,6.57,8.0,6.1,Universidad de Madrid,UDM01
769,C30,2022/2023,mollitia,But44653,5.11,8.15,7.23,Universidad de Barcelona,UDB02
770,C66,2018/2019,culpa,FTG07438,5.44,8.91,8.84,Universidad de Madrid,UDM01
771,C29,2023/2024,fuga,LRy65607,6.03,8.45,5.16,Universidad de Barcelona,UDB02
772,C55,2023/2024,adipisci,XKd06436,8.84,8.53,8.62,Universidad de Madrid,UDM01
773,C54,2019/2020,laboriosam,ZpX78416,7.85,6.56,6.18,Universidad de Madrid,UDM01
774,C25,2020/2021,qui,caS63906,7.44,6.49,5.75,Universidad de La Laguna,ULL03
775,C05,2020/2021,laborum,moD30069,6.37,6.81,8.26,Universidad de La Laguna,ULL03
776,C55,2021/2022,totam,lUb52508,6.04,6.23,5.47,Universidad de La Laguna,ULL03
777,C01,2021/2022,dolor,VaX41410,6.47,5.96,7.42,Universidad de La Laguna,ULL03
778,C06,2021/2022,esse,OuV02239,5.48,8.21,9.83,Universidad de Madrid,UDM01
779,C68,2017/2018,amet,IKO74783,8.22,9.08,8.33,Universidad de La Laguna,ULL03
780,C94,2021/2022,eligendi,nBb79202,6.46,6.61,8.73,Universidad de Madrid,UDM01
781,C90,2018/2019,voluptates,Emg49030,7.33,8.15,5.78,Universidad de Barcelona,UDB02
782,C42,2020/2021,hic,duJ67468,7.43,7.78,5.55,Universidad de Madrid,UDM01
783,C95,2020/2021,deserunt,Ayu72412,7.05,7.08,5.24,Universidad de Madrid,UDM01
784,C04,2021/2022,ducimus,TzD74819,8.56,8.02,5.47,Universidad de La Laguna,ULL03
785,C34,2023/2024,maxime,hpI59080,7.02,9.21,5.18,Universidad de Barcelona,UDB02
786,C14,2019/2020,enim,LCb05123,8.39,6.84,9.02,Universidad de Barcelona,UDB02
787,C37,2017/2018,commodi,IJY22879,9.29,5.51,5.31,Universidad de La Laguna,ULL03
788,C19,2017/2018,vero,oty44008,5.01,9.08,7.05,Universidad de La Laguna,ULL03
789,C71,2023/2024,nulla,XWz45134,8.64,8.48,5.44,Universidad de Madrid,UDM01
790,C53,2018/2019,autem,Cdq31203,5.55,6.04,6.06,Universidad de Barcelona,UDB02
791,C05,2019/2020,occaecati,UzU45692,8.54,5.18,7.85,Universidad de Madrid,UDM01
792,C73,2020/2021,velit,vmS01829,8.3,5.76,9.33,Universidad de La Laguna,ULL03
793,C73,2021/2022,laudantium,fEo63972,6.15,7.74,5.99,Universidad de Barcelona,UDB02
794,C98,2022/2023,dicta,HkU07299,6.07,8.82,6.98,Universidad de Madrid,UDM01
795,C61,2017/2018,sit,dqf71633,7.08,6.45,5.58,Universidad de Barcelona,UDB02
796,C86,2018/2019,consequatur,aKr81590,7.12,8.1,6.5,Universidad de La Laguna,ULL03
797,C95,2021/2022,sunt,JvZ87613,6.72,5.49,5.32,Universidad de Barcelona,UDB02
798,C52,2020/2021,officiis,QXg06540,7.14,6.96,5.63,Universidad de Madrid,UDM01
799,C35,2021/2022,quisquam,Hwj56045,5.09,6.05,6.49,Universidad de Barcelona,UDB02
800,C56,2019/2020,inventore,Wem91698,5.79,8.88,6.48,Universidad de Madrid,UDM01
801,C98,2018/2019,adipisci,MTn24300,8.1,5.81,9.37,Universidad de La Laguna,ULL03
802,C52,2021/2022,qui,ETD41369,7.8,7.19,6.55,Universidad de Madrid,UDM01
803,C49,2021/2022,minima,KHc12472,6.97,7.34,6.5,Universidad de Barcelona,UDB02
804,C58,2022/2023,vitae,OAn27997,8.16,9.05,7.45,Universidad de Barcelona,UDB02
805,C54,2020/2021,illo,GdY49599,5.56,7.66,6.21,Universidad de Madrid,UDM01
806,C08,2017/2018,ipsam,vlV78902,8.93,9.47,7.1,Universidad de La Laguna,ULL03
807,C71,2019/2020,eius,gcb79569,6.58,7.04,5.04,Universidad de La Laguna,ULL03
808,C92,2021/2022,animi,Zat45955,8.24,7.7,5.81,Universidad de La Laguna,ULL03
809,C63,2021/2022,accusamus,nrU30289,7.07,5.92,8.37,Universidad de Madrid,UDM01
810,C83,2021/2022,fuga,adq62224,8.47,6.33,8.88,Universidad de Madrid,UDM01
811,C18,2023/2024,neque,QTD48030,8.39,6.71,7.71,Universidad de Barcelona,UDB02
812,C16,2019/2020,maxime,NwT79657,5.64,5.75,6.87,Universidad de Madrid,UDM01
813,C38,2018/2019,tempora,GxL88992,5.56,9.35,8.38,Universidad de Madrid,UDM01
814,C79,2019/2020,magni,fBE03401,9.15,6.79,9.93,Universidad de Barcelona,UDB02
815,C76,2021/2022,non,VPk83903,6.86,6.79,8.92,Universidad de Madrid,UDM01
816,C93,2022/2023,ullam,xGp60050,8.5,5.99,8.78,Universidad de La Laguna,ULL03
817,C14,2019/2020,modi,lDU89759,7.26,7.43,7.05,Universidad de Barcelona,UDB02
818,C59,2020/2021,impedit,RlJ52454,6.18,5.48,9.75,Universidad de La Laguna,ULL03
819,C45,2020/2021,aliquid,Ikt54365,7.75,9.17,9.91,Universidad de La Laguna,ULL03
820,C35,2018/2019,iusto,OXI98519,5.84,5.87,7.46,Universidad de Madrid,UDM01
821,C86,2017/2018,at,HpJ16048,5.08,8.94,9.27,Universidad de La Laguna,ULL03
822,C61,2023/2024,quos,vRS29486,7.11,8.68,5.25,Universidad de Madrid,UDM01
823,C37,2020/2021,cumque,DTd99151,9.96,8.12,7.04,Universidad de La Laguna,ULL03
824,C54,2023/2024,suscipit,obT63154,5.29,7.73,8.41,Universidad de Barcelona,UDB02
825,C06,2017/2018,tenetur,EKr83403,9.82,8.6,7.77,Universidad de Madrid,UDM01
826,C40,2018/2019,cumque,Tyk33966,8.49,5.85,8.64,Universidad de Barcelona,UDB02
827,C92,2019/2020,laborum,jXk36958,7.23,5.01,5.13,Universidad de Barcelona,UDB02
828,C92,2017/2018,dicta,rwm85854,5.53,7.65,7.45,Universidad de Madrid,UDM01
829,C01,2022/2023,reprehenderit,Mtm11351,9.29,9.39,6.93,Universidad de La Laguna,ULL03
830,C28,2017/2018,ad,Joj94802,7.05,6.92,8.05,Universidad de Madrid,UDM01
831,C77,2020/2021,ut,rZX72979,8.79,8.67,9.17,Universidad de La Laguna,ULL03
832,C04,2021/2022,sed,OcR33187,7.76,6.54,7.07,Universidad de Madrid,UDM01
833,C12,2022/2023,saepe,kPI56304,5.59,5.69,8.79,Universidad de La Laguna,ULL03
834,C48,2018/2019,aliquam,ZQO30295,6.95,5.59,9.15,Universidad de Barcelona,UDB02
835,C42,2019/2020,laudantium,ihp82407,5.1,8.94,8.77,Universidad de La Laguna,ULL03
836,C24,2020/2021,voluptates,fKj59752,6.39,5.64,7.17,Universidad de Madrid,UDM01
837,C06,2021/2022,itaque,EVq70469,8.8,6.82,8.58,Universidad de Barcelona,UDB02
838,C65,2020/2021,tempore,ahN01736,7.62,5.83,7.45,Universidad de Madrid,UDM01
839,C96,2023/2024,fugit,sUN87772,9.42,7.19,9.42,Universidad de Madrid,UDM01
840,C37,2017/2018,architecto,yFS09616,9.4,5.32,7.63,Universidad de La Laguna,ULL03
841,C54,2023/2024,voluptates,OwE99064,5.87,8.62,8.14,Universidad de La Laguna,ULL03
842,C54,2018/2019,inventore,fJQ72951,5.32,5.79,5.75,Universidad de Barcelona,UDB02
843,C27,2021/2022,dolor,Arj19035,7.48,6.18,6.74,Universidad de La Laguna,ULL03
844,C31,2021/2022,illum,MWK90762,7.38,9.2,8.95,Universidad de La Laguna,ULL03
845,C90,2022/2023,aut,tYJ73928,8.89,5.29,8.36,Universidad de La Laguna,ULL03
846,C55,2018/2019,aliquam,gkw87783,8.7,6.06,7.3,Universidad de La Laguna,ULL03
847,C41,2019/2020,qui,vxT14640,6.13,6.14,5.56,Universidad de Madrid,UDM01
848,C18,2023/2024,veniam,DAA92292,8.42,7.97,8.72,Universidad de Madrid,UDM01
849,C99,2019/2020,pariatur,nxu12929,8.92,8.81,8.02,Universidad de La Laguna,ULL03
850,C64,2021/2022,natus,cTJ30261,5.8,8.92,9.14,Universidad de La Laguna,ULL03
851,C71,2019/2020,ullam,kkQ22189,6.08,6.05,6.22,Universidad de Barcelona,UDB02
852,C88,2020/2021,illo,wdz04940,8.65,8.48,9.94,Universidad de La Laguna,ULL03
853,C29,2023/2024,blanditiis,dUR41044,8.98,8.77,9.12,Universidad de Barcelona,UDB02
854,C38,2019/2020,in,pbi22419,6.85,8.23,7.41,Universidad de Barcelona,UDB02
855,C25,2022/2023,quos,vSq05891,6.55,8.49,9.43,Universidad de La Laguna,ULL03
856,C86,2017/2018,cupiditate,Oki36051,9.16,5.54,8.54,Universidad de Barcelona,UDB02
857,C73,2020/2021,minima,aZu07307,8.69,7.61,5.85,Universidad de Madrid,UDM01
858,C99,2019/2020,id,kFh38676,9.9,8.25,7.24,Universidad de Madrid,UDM01
859,C41,2022/2023,excepturi,BSD13479,6.79,6.12,6.25,Universidad de Barcelona,UDB02
860,C40,2018/2019,repellat,pIS45832,6.16,9.37,5.41,Universidad de Barcelona,UDB02
861,C10,2019/2020,voluptatem,WZf82385,5.93,9.22,7.78,Universidad de Barcelona,UDB02
862,C14,2019/2020,vero,Vgw89345,6.0,6.09,5.37,Universidad de Madrid,UDM01
863,C04,2022/2023,impedit,nRP54450,9.15,5.12,7.0,Universidad de La Laguna,ULL03
864,C01,2019/2020,natus,pLM26139,5.89,8.59,8.98,Universidad de La Laguna,ULL03
865,C96,2021/2022,earum,FtF52211,7.92,9.03,6.38,Universidad de La Laguna,ULL03
866,C36,2018/2019,officia,Zsq41914,8.35,8.87,7.86,Universidad de Madrid,UDM01
867,C04,2018/2019,aspernatur,geR50106,9.98,8.72,5.12,Universidad de La Laguna,ULL03
868,C69,2020/2021,minima,Hwj26041,6.49,8.66,9.12,Universidad de La Laguna,ULL03
869,C14,2023/2024,aliquid,dPw23209,6.56,5.34,9.82,Universidad de Madrid,UDM01
870,C35,2017/2018,eligendi,mVJ45944,7.21,8.8,6.36,Universidad de La Laguna,ULL03
