id,anio_nac,universidad,cod_universidad,abandona
tyJ35335,1988,Universidad de Madrid,UDM01,si
GiF30588,1991,Universidad de Madrid,UDM01,si
tML48110,1981,Universidad de Barcelona,UDB02,si
pgY48302,1985,Universidad de Barcelona,UDB02,no
xvd25038,1980,Universidad de Madrid,UDM01,no
zaE61274,1985,Universidad de Madrid,UDM01,si
tFm71877,1980,Universidad de Madrid,UDM01,no
moa33383,1984,Universidad de Madrid,UDM01,si
mOj88055,1994,Universidad de La Laguna,ULL03,si
TMF79399,1994,Universidad de Madrid,UDM01,no
hCu32924,1996,Universidad de Madrid,UDM01,si
rqG93796,1983,Universidad de Madrid,UDM01,no
Sos81545,1999,Universidad de La Laguna,ULL03,no
nTB67465,1983,Universidad de Madrid,UDM01,no
qnl42711,1996,Universidad de La Laguna,ULL03,si
avF50511,1993,Universidad de Madrid,UDM01,si
nKm32734,1985,Universidad de Barcelona,UDB02,no
ydA20790,1982,Universidad de Barcelona,UDB02,no
KVK80708,1987,Universidad de Madrid,UDM01,si
yGc99163,1988,Universidad de Barcelona,UDB02,no
HVt89335,1985,Universidad de La Laguna,ULL03,si
gfJ66962,1983,Universidad de Barcelona,UDB02,si
ioG74609,1995,Universidad de Madrid,UDM01,si
UZQ46333,1994,Universidad de La Laguna,ULL03,no
JiN83421,1983,Universidad de Barcelona,UDB02,si
NtC11250,1995,Universidad de Madrid,UDM01,no
nVv83592,1990,Universidad de La Laguna,ULL03,si
Hsd62251,1997,Universidad de La Laguna,ULL03,no
Ter29199,1994,Universidad de Madrid,UDM01,no
dpe82573,1990,Universidad de Madrid,UDM01,no
tNA77787,1986,Universidad de La Laguna,ULL03,si
IuO57664,1986,Universidad de La Laguna,ULL03,si
pVG92935,1984,Universidad de Barcelona,UDB02,si
KhZ20058,1997,Universidad de Madrid,UDM01,no
weu75699,1986,Universidad de Madrid,UDM01,no
cVf09738,1994,Universidad de La Laguna,ULL03,no
kCa53188,1988,Universidad de La Laguna,ULL03,si
bHc37756,1999,Universidad de Madrid,UDM01,no
xgr08279,1988,Universidad de Madrid,UDM01,no
nJJ87290,1993,Universidad de La Laguna,ULL03,no
Fmq55487,1996,Universidad de La Laguna,ULL03,no
nHM91912,1989,Universidad de Barcelona,UDB02,no
SlH73908,1989,Universidad de Barcelona,UDB02,si
NFs67581,1983,Universidad de Barcelona,UDB02,si
RUN27458,1998,Universidad de Madrid,UDM01,si
qQX01018,1998,Universidad de Madrid,UDM01,si
mni48419,1982,Universidad de La Laguna,ULL03,si
SrB16952,1983,Universidad de Madrid,UDM01,si
vGn35212,1996,Universidad de Barcelona,UDB02,si
AQw53793,1987,Universidad de La Laguna,ULL03,no
IBc12265,1981,Universidad de La Laguna,ULL03,si
Bcy71504,1989,Universidad de La Laguna,ULL03,no
ldw30317,1987,Universidad de La Laguna,ULL03,no
idS36743,1986,Universidad de Barcelona,UDB02,si
gkJ10735,1983,Universidad de Madrid,UDM01,si
pfi81656,1987,Universidad de Barcelona,UDB02,si
ste38036,1987,Universidad de La Laguna,ULL03,si
gII01031,1983,Universidad de La Laguna,ULL03,si
BLI49140,1985,Universidad de La Laguna,ULL03,no
Tun48440,1987,Universidad de Madrid,UDM01,no
iGY27740,1997,Universidad de La Laguna,ULL03,no
xPs43590,1999,Universidad de La Laguna,ULL03,no
WaW38653,1997,Universidad de Madrid,UDM01,no
AVe36102,1997,Universidad de La Laguna,ULL03,si
BwI45285,1989,Universidad de Madrid,UDM01,si
uIZ77359,1987,Universidad de Barcelona,UDB02,no
Obn35719,1989,Universidad de Madrid,UDM01,si
REK01146,1995,Universidad de Barcelona,UDB02,no
gyr04072,1996,Universidad de Barcelona,UDB02,si
EQd02619,1988,Universidad de Barcelona,UDB02,no
rjA94962,1980,Universidad de Barcelona,UDB02,si
QJl25407,1989,Universidad de La Laguna,ULL03,si
OaE95366,1992,Universidad de Madrid,UDM01,si
RGX94557,1986,Universidad de Barcelona,UDB02,no
xcZ27958,1991,Universidad de La Laguna,ULL03,no
uZd99950,1995,Universidad de La Laguna,ULL03,si
eaV93487,1992,Universidad de Madrid,UDM01,no
Ser62948,1981,Universidad de Madrid,UDM01,no
sUV09459,1998,Universidad de Madrid,UDM01,no
Vji24204,1993,Universidad de Barcelona,UDB02,si
XFJ68946,1981,Universidad de Barcelona,UDB02,no
rqO22963,1994,Universidad de La Laguna,ULL03,no
FQC87825,1993,Universidad de La Laguna,ULL03,si
tvm67188,1984,Universidad de Barcelona,UDB02,no
pxE12338,1983,Universidad de Barcelona,UDB02,si
OmZ73976,1990,Universidad de Madrid,UDM01,no
otC41718,1990,Universidad de Barcelona,UDB02,no
Gie84658,1989,Universidad de Madrid,UDM01,si
rSR83593,1992,Universidad de Barcelona,UDB02,si
lpU73548,1989,Universidad de Barcelona,UDB02,si
AHw66431,1985,Universidad de La Laguna,ULL03,si
Sxg38217,1987,Universidad de Madrid,UDM01,no
YhR40060,1981,Universidad de Barcelona,UDB02,no
jZi21220,1996,Universidad de Madrid,UDM01,si
noy65101,1988,Universidad de Madrid,UDM01,no
htW10674,1997,Universidad de Madrid,UDM01,no
RqX72422,1988,Universidad de Madrid,UDM01,si
fWq81342,1989,Universidad de Barcelona,UDB02,no
jSv79187,1987,Universidad de La Laguna,ULL03,si
sjZ17210,1982,Universidad de La Laguna,ULL03,si
MHj35489,1991,Universidad de Madrid,UDM01,si
rwV18088,1982,Universidad de Barcelona,UDB02,si
hRI31254,1980,Universidad de La Laguna,ULL03,si
gMI71142,1992,Universidad de Madrid,UDM01,no
arl34133,1988,Universidad de Madrid,UDM01,si
Uwn60833,1992,Universidad de Barcelona,UDB02,si
CFK09902,1988,Universidad de La Laguna,ULL03,no
fyl69678,1992,Universidad de Barcelona,UDB02,no
XQN18331,1993,Universidad de La Laguna,ULL03,si
CvD23838,1986,Universidad de La Laguna,ULL03,si
EKc31332,1997,Universidad de Madrid,UDM01,si
yUD23709,1993,Universidad de Madrid,UDM01,no
nzF25508,1994,Universidad de Barcelona,UDB02,no
Nlr06556,1990,Universidad de La Laguna,ULL03,no
RCm00800,1997,Universidad de Madrid,UDM01,si
nMU19138,1981,Universidad de La Laguna,ULL03,no
SeJ19513,1998,Universidad de Madrid,UDM01,no
cBd34061,1986,Universidad de Barcelona,UDB02,si
qnS37167,1984,Universidad de Barcelona,UDB02,si
tWf59992,1984,Universidad de La Laguna,ULL03,no
rax12186,1985,Universidad de Madrid,UDM01,no
XJV26000,1990,Universidad de Madrid,UDM01,si
aGn42340,1994,Universidad de Barcelona,UDB02,no
iTZ70608,1985,Universidad de Barcelona,UDB02,si
TSY31814,1999,Universidad de Madrid,UDM01,si
ilV19453,1985,Universidad de Barcelona,UDB02,no
WoL03835,1998,Universidad de La Laguna,ULL03,no
LVn07720,1982,Universidad de Barcelona,UDB02,si
ZpB19078,1988,Universidad de La Laguna,ULL03,no
nfm30529,1992,Universidad de La Laguna,ULL03,si
ZcF94153,1985,Universidad de Barcelona,UDB02,no
Lah09511,1995,Universidad de La Laguna,ULL03,si
MfP84783,1999,Universidad de La Laguna,ULL03,no
llJ37739,1992,Universidad de Barcelona,UDB02,no
qtF86648,1993,Universidad de La Laguna,ULL03,si
kok69111,1988,Universidad de Barcelona,UDB02,no
uHM47641,1999,Universidad de Madrid,UDM01,si
KEE71457,1989,Universidad de Barcelona,UDB02,si
dfr09340,1981,Universidad de Barcelona,UDB02,no
MSo22553,1988,Universidad de La Laguna,ULL03,no
NeU99424,1995,Universidad de Barcelona,UDB02,no
vIf42873,1990,Universidad de Madrid,UDM01,no
zLN79280,1989,Universidad de Barcelona,UDB02,si
dOj16079,1984,Universidad de La Laguna,ULL03,no
PyX94451,1986,Universidad de La Laguna,ULL03,no
eCz95309,1980,Universidad de Barcelona,UDB02,si
RJX26135,1999,Universidad de Madrid,UDM01,si
Frj23747,1990,Universidad de Madrid,UDM01,no
TzL38809,1995,Universidad de Barcelona,UDB02,si
UmO30728,1998,Universidad de La Laguna,ULL03,no
gYq51718,1993,Universidad de Madrid,UDM01,si
jZZ84821,1981,Universidad de Barcelona,UDB02,si
vSW58427,1986,Universidad de Madrid,UDM01,si
YOq86948,1989,Universidad de La Laguna,ULL03,no
IAw61123,1987,Universidad de Barcelona,UDB02,no
WAJ06416,1996,Universidad de Barcelona,UDB02,no
rdc27722,1999,Universidad de La Laguna,ULL03,no
MWy08878,1982,Universidad de La Laguna,ULL03,no
uEB61467,1984,Universidad de Barcelona,UDB02,no
MHs48008,1981,Universidad de Barcelona,UDB02,no
Iju70146,1998,Universidad de Barcelona,UDB02,si
MHr37610,1982,Universidad de Barcelona,UDB02,si
dIf16992,1981,Universidad de Barcelona,UDB02,no
nFz11313,1997,Universidad de Barcelona,UDB02,si
WyW81224,1982,Universidad de Madrid,UDM01,si
EGZ19691,1989,Universidad de La Laguna,ULL03,no
OwQ34420,1991,Universidad de Barcelona,UDB02,no
jZV80924,1998,Universidad de Barcelona,UDB02,no
dgg24042,1989,Universidad de Barcelona,UDB02,no
lkJ59181,1994,Universidad de Madrid,UDM01,si
nNm93187,1998,Universidad de Barcelona,UDB02,si
Goh52990,1989,Universidad de Barcelona,UDB02,no
DMr30778,1983,Universidad de Barcelona,UDB02,si
ROq30843,1980,Universidad de Madrid,UDM01,si
TMa92664,1982,Universidad de La Laguna,ULL03,no
aDG68697,1988,Universidad de La Laguna,ULL03,si
sjA44269,1996,Universidad de Madrid,UDM01,no
Iye32099,1984,Universidad de La Laguna,ULL03,si
Vgb49977,1995,Universidad de Madrid,UDM01,no
sBB63064,1993,Universidad de Barcelona,UDB02,si
cFP15174,1981,Universidad de Madrid,UDM01,si
JjB60813,1988,Universidad de La Laguna,ULL03,si
Bee73984,1985,Universidad de Madrid,UDM01,si
dmV39435,1980,Universidad de Barcelona,UDB02,si
OKS86619,1990,Universidad de Madrid,UDM01,si
zbI14436,1989,Universidad de La Laguna,ULL03,si
rkn78063,1992,Universidad de Barcelona,UDB02,si
fVv39615,1995,Universidad de Barcelona,UDB02,no
ScY46229,1998,Universidad de La Laguna,ULL03,no
YLq53547,1984,Universidad de Barcelona,UDB02,no
LBN44087,1992,Universidad de La Laguna,ULL03,no
Tmi09566,1991,Universidad de La Laguna,ULL03,no
OdC47150,1982,Universidad de Barcelona,UDB02,si
OMs73595,1983,Universidad de Madrid,UDM01,si
APR25372,1988,Universidad de Madrid,UDM01,si
dWF56862,1997,Universidad de La Laguna,ULL03,no
Bkn08004,1994,Universidad de Barcelona,UDB02,no
qOG34184,1999,Universidad de La Laguna,ULL03,no
PCO72896,1989,Universidad de Barcelona,UDB02,si
RVi97483,1993,Universidad de Barcelona,UDB02,no
KsH90973,1995,Universidad de La Laguna,ULL03,si
pcH55749,1993,Universidad de Barcelona,UDB02,no
IrD35424,1985,Universidad de La Laguna,ULL03,no
NFv78882,1984,Universidad de La Laguna,ULL03,no
qKD49231,1999,Universidad de La Laguna,ULL03,si
rzs39191,1985,Universidad de La Laguna,ULL03,si
UMk34995,1999,Universidad de Madrid,UDM01,no
emS60518,1996,Universidad de La Laguna,ULL03,no
lEz45075,1986,Universidad de Barcelona,UDB02,si
xjm17484,1985,Universidad de Madrid,UDM01,no
hgl75544,1990,Universidad de Madrid,UDM01,no
cht42138,1998,Universidad de La Laguna,ULL03,no
FqS73604,1983,Universidad de Barcelona,UDB02,no
FPH00794,1980,Universidad de Madrid,UDM01,si
GKh70951,1992,Universidad de Madrid,UDM01,no
WzY86283,1982,Universidad de La Laguna,ULL03,si
Und46031,1993,Universidad de Barcelona,UDB02,si
ANn07561,1993,Universidad de Barcelona,UDB02,si
TRY07741,1985,Universidad de La Laguna,ULL03,si
NIL15282,1983,Universidad de Barcelona,UDB02,si
xrf09983,1995,Universidad de Madrid,UDM01,si
yLt17369,1995,Universidad de Barcelona,UDB02,si
WBm78713,1980,Universidad de Madrid,UDM01,no
fbj50501,1988,Universidad de Barcelona,UDB02,no
Mst46218,1989,Universidad de Madrid,UDM01,si
bAA35067,1987,Universidad de La Laguna,ULL03,si
cRN67707,1981,Universidad de Madrid,UDM01,si
kVP13147,1982,Universidad de Madrid,UDM01,no
hvB08552,1988,Universidad de Madrid,UDM01,si
Drg21310,1995,Universidad de Barcelona,UDB02,no
xhb23660,1992,Universidad de Madrid,UDM01,no
ddg64451,1985,Universidad de Barcelona,UDB02,si
GRE26237,1998,Universidad de Madrid,UDM01,si
hVg60946,1998,Universidad de Madrid,UDM01,no
ams64753,1986,Universidad de Barcelona,UDB02,no
usV55963,1989,Universidad de La Laguna,ULL03,si
oQu27679,1989,Universidad de Barcelona,UDB02,no
vnM45648,1981,Universidad de La Laguna,ULL03,no
Vwf46907,1995,Universidad de Barcelona,UDB02,no
kdD89163,1991,Universidad de Madrid,UDM01,si
Vma27838,1999,Universidad de Madrid,UDM01,si
ebX78294,1986,Universidad de Madrid,UDM01,si
OTE81959,1985,Universidad de Barcelona,UDB02,si
MRU39311,1983,Universidad de Barcelona,UDB02,no
HcL12671,1995,Universidad de La Laguna,ULL03,si
SrC12509,1997,Universidad de Barcelona,UDB02,si
Gfa71266,1991,Universidad de Barcelona,UDB02,si
Vok94198,1998,Universidad de Barcelona,UDB02,no
XsK90568,1985,Universidad de Madrid,UDM01,no
DKi20794,1997,Universidad de Madrid,UDM01,si
hMr87667,1991,Universidad de La Laguna,ULL03,si
yDA27907,1986,Universidad de Madrid,UDM01,si
LPE43958,1991,Universidad de Barcelona,UDB02,no
XIh79942,1986,Universidad de La Laguna,ULL03,si
Nqi20519,1989,Universidad de Barcelona,UDB02,no
fko41150,1989,Universidad de Barcelona,UDB02,si
UxN68606,1980,Universidad de La Laguna,ULL03,si
CCZ01461,1994,Universidad de La Laguna,ULL03,no
USf88518,1982,Universidad de Madrid,UDM01,no
rLm20453,1997,Universidad de Madrid,UDM01,no
QEh63070,1983,Universidad de Barcelona,UDB02,no
Bkg33142,1986,Universidad de La Laguna,ULL03,si
szz31192,1992,Universidad de La Laguna,ULL03,no
cvN42269,1987,Universidad de Barcelona,UDB02,no
JXK16650,1988,Universidad de Barcelona,UDB02,no
epo45304,1992,Universidad de Madrid,UDM01,no
AQq18035,1984,Universidad de La Laguna,ULL03,no
VfI37592,1995,Universidad de Barcelona,UDB02,si
rWq49257,1982,Universidad de La Laguna,ULL03,si
tka77764,1987,Universidad de La Laguna,ULL03,no
XaS85755,1992,Universidad de La Laguna,ULL03,si
otQ02913,1989,Universidad de Madrid,UDM01,no
XUm07203,1987,Universidad de Madrid,UDM01,no
Tic55141,1993,Universidad de Madrid,UDM01,no
HYo28253,1982,Universidad de Madrid,UDM01,si
pUT89002,1980,Universidad de Madrid,UDM01,no
whd69720,1996,Universidad de Barcelona,UDB02,si
crp94065,1985,Universidad de La Laguna,ULL03,si
LPR28098,1985,Universidad de Barcelona,UDB02,no
KHZ14322,1987,Universidad de Barcelona,UDB02,no
jhQ62233,1987,Universidad de Madrid,UDM01,no
pgM49361,1992,Universidad de Madrid,UDM01,no
aVb62057,1994,Universidad de La Laguna,ULL03,si
Ijc48679,1986,Universidad de Barcelona,UDB02,no
jqE78282,1984,Universidad de La Laguna,ULL03,no
zWD49601,1981,Universidad de La Laguna,ULL03,no
jMz74590,1983,Universidad de Barcelona,UDB02,si
CQn82622,1983,Universidad de Barcelona,UDB02,si
IQM00885,1984,Universidad de Madrid,UDM01,si
pVJ51295,1994,Universidad de Barcelona,UDB02,no
IKa43314,1998,Universidad de La Laguna,ULL03,no
Vin52156,1990,Universidad de Barcelona,UDB02,no
ZtU80088,1980,Universidad de Madrid,UDM01,no
WND32073,1984,Universidad de Madrid,UDM01,no
nGT18105,1993,Universidad de Madrid,UDM01,si
WDE81290,1981,Universidad de Barcelona,UDB02,si
vNh14540,1989,Universidad de Barcelona,UDB02,no
OOO60346,1984,Universidad de Barcelona,UDB02,si
Ari48727,1995,Universidad de Barcelona,UDB02,si
Hnn64397,1985,Universidad de Barcelona,UDB02,si
eIE81867,1984,Universidad de Barcelona,UDB02,no
FwU43400,1989,Universidad de Madrid,UDM01,si
RFy36387,1997,Universidad de La Laguna,ULL03,no
hFB24577,1996,Universidad de Barcelona,UDB02,si
hhF17639,1996,Universidad de La Laguna,ULL03,si
MTd26164,1992,Universidad de Madrid,UDM01,no
ApJ33610,1997,Universidad de Barcelona,UDB02,no
zrW60916,1991,Universidad de La Laguna,ULL03,no
xwi83134,1984,Universidad de Barcelona,UDB02,si
zRB64562,1993,Universidad de La Laguna,ULL03,si
Qbt65322,1981,Universidad de Madrid,UDM01,no
zDV88144,1991,Universidad de Barcelona,UDB02,si
Ojy15416,1998,Universidad de La Laguna,ULL03,no
RPA46893,1989,Universidad de Madrid,UDM01,no
ocI24183,1983,Universidad de La Laguna,ULL03,si
rDr88565,1983,Universidad de Madrid,UDM01,si
nmr86168,1993,Universidad de Madrid,UDM01,si
Hbb05337,1986,Universidad de La Laguna,ULL03,si
OQa04569,1999,Universidad de La Laguna,ULL03,si
Qep68536,1997,Universidad de La Laguna,ULL03,si
bLQ00742,1999,Universidad de Barcelona,UDB02,si
KAn95578,1999,Universidad de Madrid,UDM01,si
GCg62569,1998,Universidad de Barcelona,UDB02,si
AzG26988,1980,Universidad de Barcelona,UDB02,no
LyZ71054,1980,Universidad de Barcelona,UDB02,si
Yxx75555,1991,Universidad de La Laguna,ULL03,no
bCh91141,1996,Universidad de Barcelona,UDB02,no
qaG22483,1990,Universidad de Madrid,UDM01,no
GWg11286,1988,Universidad de Madrid,UDM01,si
kyQ66114,1998,Universidad de La Laguna,ULL03,no
wyL74174,1988,Universidad de Barcelona,UDB02,no
FYt89288,1982,Universidad de Madrid,UDM01,si
THt78999,1986,Universidad de La Laguna,ULL03,si
vcH94964,1987,Universidad de Madrid,UDM01,no
Onp95449,1992,Universidad de Barcelona,UDB02,si
yBB64107,1989,Universidad de Madrid,UDM01,no
QVN00297,1995,Universidad de La Laguna,ULL03,si
WZX06087,1986,Universidad de La Laguna,ULL03,si
Jnh80951,1994,Universidad de Barcelona,UDB02,si
xjz72961,1998,Universidad de Madrid,UDM01,no
WDx74314,1985,Universidad de La Laguna,ULL03,si
Trr86077,1998,Universidad de Madrid,UDM01,si
aCE12460,1981,Universidad de Barcelona,UDB02,si
LdY30798,1989,Universidad de Madrid,UDM01,si
PVu68394,1981,Universidad de Barcelona,UDB02,si
LwE33509,1986,Universidad de Barcelona,UDB02,si
fOj91610,1987,Universidad de La Laguna,ULL03,si
rXj62726,1998,Universidad de Barcelona,UDB02,no
mWu55610,1997,Universidad de Barcelona,UDB02,no
UeI49915,1997,Universidad de Barcelona,UDB02,si
dDV60857,1995,Universidad de La Laguna,ULL03,si
SjY11862,1994,Universidad de Madrid,UDM01,si
Sbg52051,1985,Universidad de La Laguna,ULL03,si
BfV96916,1987,Universidad de Barcelona,UDB02,no
isj82012,1991,Universidad de Madrid,UDM01,si
EMe74876,1984,Universidad de Barcelona,UDB02,si
HMG08014,1995,Universidad de Barcelona,UDB02,no
Qwx15356,1981,Universidad de Barcelona,UDB02,si
XhX46804,1984,Universidad de Barcelona,UDB02,no
wrr22272,1990,Universidad de Barcelona,UDB02,no
OaX39056,1995,Universidad de Madrid,UDM01,no
Tyq96219,1998,Universidad de Barcelona,UDB02,si
bEV88769,1982,Universidad de Barcelona,UDB02,si
bSy66624,1984,Universidad de Barcelona,UDB02,si
bFH06878,1985,Universidad de Madrid,UDM01,no
GBx66861,1986,Universidad de Barcelona,UDB02,si
jEn39436,1999,Universidad de La Laguna,ULL03,si
qtc64311,1994,Universidad de Barcelona,UDB02,si
tKo66167,1997,Universidad de La Laguna,ULL03,no
Qwq42983,1989,Universidad de La Laguna,ULL03,si
qZz08989,1982,Universidad de Madrid,UDM01,no
dYg67443,1986,Universidad de La Laguna,ULL03,si
Xxd43365,1994,Universidad de Madrid,UDM01,si
kXq12011,1980,Universidad de Madrid,UDM01,si
dlV15192,1993,Universidad de Barcelona,UDB02,si
wWA79073,1980,Universidad de Barcelona,UDB02,si
uRk22710,1980,Universidad de Barcelona,UDB02,si
Fnv91474,1989,Universidad de La Laguna,ULL03,si
ibZ44165,1992,Universidad de La Laguna,ULL03,si
xPc50120,1980,Universidad de Madrid,UDM01,no
HOS63995,1991,Universidad de Barcelona,UDB02,si
zHT44017,1994,Universidad de Madrid,UDM01,no
DBx54134,1985,Universidad de Madrid,UDM01,si
JcE85874,1997,Universidad de Barcelona,UDB02,no
SOD49622,1994,Universidad de Madrid,UDM01,no
XXz41773,1999,Universidad de Barcelona,UDB02,no
OdG78287,1984,Universidad de Barcelona,UDB02,no
rJw20876,1996,Universidad de Madrid,UDM01,no
ayu12267,1987,Universidad de La Laguna,ULL03,si
fIe47781,1995,Universidad de La Laguna,ULL03,no
gmv69754,1986,Universidad de Barcelona,UDB02,no
tfJ88817,1999,Universidad de La Laguna,ULL03,si
tQg25838,1992,Universidad de Barcelona,UDB02,no
SNK81377,1990,Universidad de Barcelona,UDB02,si
AKg99946,1982,Universidad de La Laguna,ULL03,si
TON22382,1987,Universidad de Barcelona,UDB02,si
ePo51711,1998,Universidad de Madrid,UDM01,no
scS77180,1984,Universidad de La Laguna,ULL03,no
rvB01758,1990,Universidad de Madrid,UDM01,si
qea52926,1984,Universidad de La Laguna,ULL03,no
pyh17877,1987,Universidad de Barcelona,UDB02,si
BWY98893,1980,Universidad de Barcelona,UDB02,si
BGe02766,1993,Universidad de Madrid,UDM01,si
Lqb31274,1986,Universidad de Madrid,UDM01,si
eAh34699,1991,Universidad de La Laguna,ULL03,no
vMp41684,1992,Universidad de Barcelona,UDB02,no
vRM05858,1994,Universidad de Madrid,UDM01,si
fFq74995,1986,Universidad de La Laguna,ULL03,si
NiZ04782,1984,Universidad de Madrid,UDM01,si
BvW07497,1985,Universidad de Madrid,UDM01,no
YPH50412,1986,Universidad de Madrid,UDM01,si
tYr45934,1995,Universidad de Barcelona,UDB02,no
CvI86222,1989,Universidad de Barcelona,UDB02,si
rkn12635,1986,Universidad de Barcelona,UDB02,no
GHY74196,1995,Universidad de Madrid,UDM01,si
fdk64602,1984,Universidad de Madrid,UDM01,si
dsa82178,1997,Universidad de La Laguna,ULL03,no
tTz15531,1999,Universidad de Madrid,UDM01,no
xbM84821,1982,Universidad de Barcelona,UDB02,si
mrD72194,1995,Universidad de La Laguna,ULL03,si
loo10494,1981,Universidad de Madrid,UDM01,si
vlh81946,1983,Universidad de La Laguna,ULL03,si
CRW35136,1996,Universidad de La Laguna,ULL03,si
fil40796,1987,Universidad de La Laguna,ULL03,no
lvn95975,1989,Universidad de Barcelona,UDB02,no
LJt06371,1982,Universidad de Madrid,UDM01,no
ugx13813,1980,Universidad de Barcelona,UDB02,no
sRC43954,1985,Universidad de Madrid,UDM01,si
txG60689,1990,Universidad de Madrid,UDM01,no
pcf17010,1984,Universidad de La Laguna,ULL03,no
auw51513,1981,Universidad de Madrid,UDM01,no
ena52488,1999,Universidad de Barcelona,UDB02,si
zjA34415,1982,Universidad de Madrid,UDM01,no
gTR70405,1986,Universidad de Barcelona,UDB02,no
FjP73404,1980,Universidad de Madrid,UDM01,no
oLz11854,1980,Universidad de La Laguna,ULL03,si
APb26290,1998,Universidad de Madrid,UDM01,no
Bvq07965,1998,Universidad de Barcelona,UDB02,no
eEZ34612,1980,Universidad de Barcelona,UDB02,si
gNj59409,1992,Universidad de Madrid,UDM01,no
Dqh06529,1994,Universidad de Madrid,UDM01,no
tCD63705,1998,Universidad de La Laguna,ULL03,no
MEf63058,1982,Universidad de Barcelona,UDB02,no
jUd29124,1986,Universidad de Madrid,UDM01,si
PVK33592,1988,Universidad de La Laguna,ULL03,si
rmh55235,1989,Universidad de La Laguna,ULL03,no
OFs88606,1982,Universidad de Barcelona,UDB02,no
tQo63990,1984,Universidad de Barcelona,UDB02,si
BOq26153,1995,Universidad de Barcelona,UDB02,si
xgL31931,1994,Universidad de Madrid,UDM01,si
aYz87931,1982,Universidad de Madrid,UDM01,si
Cqr33536,1988,Universidad de Madrid,UDM01,si
hIF56657,1985,Universidad de Barcelona,UDB02,no
GCq38054,1997,Universidad de Barcelona,UDB02,no
Tmg21791,1999,Universidad de Barcelona,UDB02,no
ojC80921,1986,Universidad de La Laguna,ULL03,si
SLB30872,1985,Universidad de Barcelona,UDB02,no
mOQ67548,1986,Universidad de La Laguna,ULL03,si
OBk36126,1980,Universidad de Madrid,UDM01,no
kPu23963,1991,Universidad de La Laguna,ULL03,si
Boi45102,1988,Universidad de Barcelona,UDB02,no
Xdx96749,1984,Universidad de La Laguna,ULL03,si
fhR80015,1986,Universidad de Madrid,UDM01,si
lmR26584,1980,Universidad de Barcelona,UDB02,si
iad04480,1982,Universidad de La Laguna,ULL03,si
YiT62651,1982,Universidad de La Laguna,ULL03,si
PEr62251,1996,Universidad de Madrid,UDM01,no
dqT27886,1989,Universidad de Barcelona,UDB02,si
ulQ29520,1982,Universidad de Barcelona,UDB02,si
kYb01456,1992,Universidad de Madrid,UDM01,si
iPm20088,1991,Universidad de La Laguna,ULL03,si
jeS29441,1993,Universidad de Madrid,UDM01,si
DtL97029,1982,Universidad de La Laguna,ULL03,si
TSD89336,1992,Universidad de Madrid,UDM01,si
wOu83236,1985,Universidad de La Laguna,ULL03,si
KqU87454,1986,Universidad de La Laguna,ULL03,si
agq61633,1990,Universidad de Barcelona,UDB02,si
aqb40557,1990,Universidad de La Laguna,ULL03,no
adG93144,1996,Universidad de Barcelona,UDB02,si
WgX27658,1989,Universidad de Madrid,UDM01,si
Irl50695,1999,Universidad de Barcelona,UDB02,si
rnK73882,1981,Universidad de La Laguna,ULL03,si
Jbf07512,1984,Universidad de La Laguna,ULL03,no
JJW72849,1987,Universidad de La Laguna,ULL03,si
jFQ25958,1981,Universidad de Madrid,UDM01,no
FGY90755,1998,Universidad de Madrid,UDM01,si
AVp29513,1999,Universidad de Barcelona,UDB02,si
uHW96516,1980,Universidad de Barcelona,UDB02,no
YtW91784,1995,Universidad de Madrid,UDM01,si
xrm08380,1992,Universidad de La Laguna,ULL03,si
JWn49716,1983,Universidad de Barcelona,UDB02,no
oKI91273,1980,Universidad de La Laguna,ULL03,no
BEE29227,1981,Universidad de Barcelona,UDB02,si
JeR52986,1992,Universidad de La Laguna,ULL03,no
uza15536,1998,Universidad de Madrid,UDM01,no
Ylw54759,1983,Universidad de La Laguna,ULL03,si
iFN41063,1987,Universidad de Barcelona,UDB02,no
ebf81522,1988,Universidad de Madrid,UDM01,si
dPh94441,1999,Universidad de Madrid,UDM01,si
rmX47113,1980,Universidad de La Laguna,ULL03,si
vRP56578,1980,Universidad de La Laguna,ULL03,si
NME36099,1982,Universidad de Barcelona,UDB02,no
hGO40179,1999,Universidad de Barcelona,UDB02,no
oxS18560,1995,Universidad de Barcelona,UDB02,no
qVq21686,1997,Universidad de La Laguna,ULL03,no
NRa84303,1987,Universidad de Barcelona,UDB02,no
cuI79520,1983,Universidad de La Laguna,ULL03,no
FNy65761,1992,Universidad de Madrid,UDM01,no
hgr46681,1980,Universidad de Madrid,UDM01,si
dWc81639,1983,Universidad de Barcelona,UDB02,si
wTj42810,1990,Universidad de La Laguna,ULL03,no
SrY96584,1992,Universidad de Madrid,UDM01,si
YOa61090,1984,Universidad de Barcelona,UDB02,si
qHn24163,1981,Universidad de Madrid,UDM01,si
GlK62458,1998,Universidad de Barcelona,UDB02,si
gog69225,1986,Universidad de Madrid,UDM01,no
lhM08767,1992,Universidad de La Laguna,ULL03,no
ivd24883,1995,Universidad de La Laguna,ULL03,si
yCW27934,1985,Universidad de Barcelona,UDB02,si
Kdy33854,1992,Universidad de Madrid,UDM01,no
PXZ34966,1994,Universidad de Madrid,UDM01,si
mza45075,1997,Universidad de Madrid,UDM01,no
OHQ07277,1995,Universidad de La Laguna,ULL03,no
