indice,ambito_isced,cod_plan,cod_mec,curso_aca,municipio,nacionalidad,nuevo_ingreso,provincia,rama,sexo,titulacion,nombre_plan_propio,universidad,cod_universidad,cod_tipo_matricula,tipo_matricula,id
4278,IS22,PLAN367gw,MEC29,2021/2022,Málaga,Israel,si,Segovia,Ciencias de la Salud,Femenino,Medicina,accusantium,Universidad de Madrid,UDM01,T90,harum,XsK90568
4279,IS02,PLAN367gw,MEC65,2018/2019,Málaga,Israel,no,Segovia,Ciencias de la Salud,Femenino,Medicina,accusantium,Universidad de Madrid,UDM01,T90,harum,XsK90568
4280,IS57,PLAN367gw,MEC85,2022/2023,Málaga,Israel,no,Segovia,Ciencias de la Salud,Femenino,Medicina,accusantium,Universidad de Madrid,UDM01,T90,harum,XsK90568
4281,IS69,PLAN367gw,MEC89,2019/2020,Málaga,Israel,no,Segovia,Ciencias de la Salud,Femenino,Medicina,accusantium,Universidad de Madrid,UDM01,T90,harum,XsK90568
4282,IS33,PLAN485Fi,MEC18,2022/2023,La Rioja,Malawi,si,Albacete,Ciencias Sociales y Jurídicas,Femenino,Derecho,ipsa,Universidad de Madrid,UDM01,T16,sit,DKi20794
4283,IS43,PLAN485Fi,MEC90,2022/2023,Ourense,República de Macedonia del Norte,si,Alicante,Ciencias Sociales y Jurídicas,Femenino,Derecho,harum,Universidad de La Laguna,ULL03,T34,atque,hMr87667
4284,IS58,PLAN367gw,MEC63,2021/2022,Ourense,Uzbekistán,si,Guadalajara,Ciencias de la Salud,Femenino,Medicina,repudiandae,Universidad de Madrid,UDM01,T48,officiis,yDA27907
4285,IS28,PLAN367gw,MEC73,2023/2024,Ourense,Uzbekistán,no,Guadalajara,Ciencias de la Salud,Femenino,Medicina,repudiandae,Universidad de Madrid,UDM01,T48,officiis,yDA27907
4286,IS94,PLAN367gw,MEC29,2017/2018,Ourense,Uzbekistán,no,Guadalajara,Ciencias de la Salud,Femenino,Medicina,repudiandae,Universidad de Madrid,UDM01,T48,officiis,yDA27907
4287,IS68,PLAN983cq,MEC27,2023/2024,Segovia,Côte d'Ivoire,si,Cádiz,Ingeniería y Tecnología,Masculino,Ingeniería Informática,accusamus,Universidad de Barcelona,UDB02,T36,labore,LPE43958
4288,IS37,PLAN983cq,MEC37,2022/2023,Segovia,Côte d'Ivoire,no,Cádiz,Ingeniería y Tecnología,Masculino,Ingeniería Informática,accusamus,Universidad de Barcelona,UDB02,T36,labore,LPE43958
4289,IS68,PLAN983cq,MEC69,2019/2020,Huelva,Austria,si,La Rioja,Ingeniería y Tecnología,Masculino,Ingeniería Informática,suscipit,Universidad de La Laguna,ULL03,T27,doloremque,XIh79942
4290,IS19,PLAN983cq,MEC33,2023/2024,Huelva,Austria,no,La Rioja,Ingeniería y Tecnología,Masculino,Ingeniería Informática,suscipit,Universidad de La Laguna,ULL03,T27,doloremque,XIh79942
4291,IS46,PLAN180hL,MEC07,2017/2018,Granada,Alemania,si,Madrid,Humanidades,Masculino,Historia,aperiam,Universidad de Barcelona,UDB02,T69,perferendis,Nqi20519
4292,IS70,PLAN180hL,MEC24,2018/2019,Granada,Alemania,no,Madrid,Humanidades,Masculino,Historia,aperiam,Universidad de Barcelona,UDB02,T69,perferendis,Nqi20519
4293,IS76,PLAN180hL,MEC99,2023/2024,Granada,Alemania,no,Madrid,Humanidades,Masculino,Historia,aperiam,Universidad de Barcelona,UDB02,T69,perferendis,Nqi20519
4294,IS69,PLAN180hL,MEC41,2022/2023,Granada,Alemania,no,Madrid,Humanidades,Masculino,Historia,aperiam,Universidad de Barcelona,UDB02,T69,perferendis,Nqi20519
4295,IS60,PLAN180hL,MEC96,2019/2020,Granada,Alemania,no,Madrid,Humanidades,Masculino,Historia,aperiam,Universidad de Barcelona,UDB02,T69,perferendis,Nqi20519
4296,IS14,PLAN983cq,MEC08,2019/2020,Jaén,Noruega,si,Guadalajara,Ingeniería y Tecnología,Masculino,Ingeniería Informática,ad,Universidad de Barcelona,UDB02,T25,nihil,fko41150
4297,IS52,PLAN983cq,MEC80,2021/2022,Jaén,Noruega,no,Guadalajara,Ingeniería y Tecnología,Masculino,Ingeniería Informática,ad,Universidad de Barcelona,UDB02,T25,nihil,fko41150
4298,IS51,PLAN983cq,MEC20,2023/2024,Jaén,Noruega,no,Guadalajara,Ingeniería y Tecnología,Masculino,Ingeniería Informática,ad,Universidad de Barcelona,UDB02,T25,nihil,fko41150
4299,IS89,PLAN983cq,MEC32,2017/2018,Jaén,Noruega,no,Guadalajara,Ingeniería y Tecnología,Masculino,Ingeniería Informática,ad,Universidad de Barcelona,UDB02,T25,nihil,fko41150
4300,IS32,PLAN983cq,MEC10,2020/2021,Jaén,Noruega,no,Guadalajara,Ingeniería y Tecnología,Masculino,Ingeniería Informática,ad,Universidad de Barcelona,UDB02,T25,nihil,fko41150
4301,IS12,PLAN180hL,MEC63,2018/2019,La Coruña,Senegal,si,Badajoz,Humanidades,Femenino,Historia,vero,Universidad de La Laguna,ULL03,T74,id,UxN68606
4302,IS37,PLAN180hL,MEC00,2019/2020,La Coruña,Senegal,no,Badajoz,Humanidades,Femenino,Historia,vero,Universidad de La Laguna,ULL03,T74,id,UxN68606
4303,IS82,PLAN983cq,MEC07,2021/2022,Navarra,Zimbabwe,si,Salamanca,Ingeniería y Tecnología,Femenino,Ingeniería Informática,veritatis,Universidad de La Laguna,ULL03,T21,enim,CCZ01461
4304,IS68,PLAN983cq,MEC99,2020/2021,Navarra,Zimbabwe,no,Salamanca,Ingeniería y Tecnología,Femenino,Ingeniería Informática,veritatis,Universidad de La Laguna,ULL03,T21,enim,CCZ01461
4305,IS74,PLAN485Fi,MEC44,2017/2018,Sevilla,Japón,si,Castellón,Ciencias Sociales y Jurídicas,Masculino,Derecho,fuga,Universidad de Madrid,UDM01,T83,dignissimos,USf88518
4306,IS04,PLAN485Fi,MEC58,2018/2019,Sevilla,Japón,no,Castellón,Ciencias Sociales y Jurídicas,Masculino,Derecho,fuga,Universidad de Madrid,UDM01,T83,dignissimos,USf88518
4307,IS18,PLAN485Fi,MEC59,2020/2021,Sevilla,Japón,no,Castellón,Ciencias Sociales y Jurídicas,Masculino,Derecho,fuga,Universidad de Madrid,UDM01,T83,dignissimos,USf88518
4308,IS68,PLAN485Fi,MEC72,2019/2020,Sevilla,Japón,no,Castellón,Ciencias Sociales y Jurídicas,Masculino,Derecho,fuga,Universidad de Madrid,UDM01,T83,dignissimos,USf88518
4309,IS99,PLAN983cq,MEC71,2017/2018,Melilla,Francia,si,Cáceres,Ingeniería y Tecnología,Masculino,Ingeniería Informática,eum,Universidad de Madrid,UDM01,T05,et,rLm20453
4310,IS91,PLAN367gw,MEC53,2018/2019,Albacete,Granada,si,La Coruña,Ciencias de la Salud,Femenino,Medicina,magnam,Universidad de Barcelona,UDB02,T25,maiores,QEh63070
4311,IS68,PLAN367gw,MEC25,2019/2020,Albacete,Granada,no,La Coruña,Ciencias de la Salud,Femenino,Medicina,magnam,Universidad de Barcelona,UDB02,T25,maiores,QEh63070
4312,IS30,PLAN367gw,MEC06,2021/2022,Albacete,Granada,no,La Coruña,Ciencias de la Salud,Femenino,Medicina,magnam,Universidad de Barcelona,UDB02,T25,maiores,QEh63070
4313,IS64,PLAN367gw,MEC00,2023/2024,Albacete,Granada,no,La Coruña,Ciencias de la Salud,Femenino,Medicina,magnam,Universidad de Barcelona,UDB02,T25,maiores,QEh63070
4314,IS64,PLAN367gw,MEC30,2022/2023,Albacete,Granada,no,La Coruña,Ciencias de la Salud,Femenino,Medicina,magnam,Universidad de Barcelona,UDB02,T25,maiores,QEh63070
4315,IS31,PLAN367gw,MEC49,2021/2022,Barcelona,India,si,Ciudad,Ciencias de la Salud,Masculino,Medicina,nostrum,Universidad de La Laguna,ULL03,T44,impedit,Bkg33142
4316,IS91,PLAN367gw,MEC87,2018/2019,Barcelona,India,no,Ciudad,Ciencias de la Salud,Masculino,Medicina,nostrum,Universidad de La Laguna,ULL03,T44,impedit,Bkg33142
4317,IS37,PLAN180hL,MEC55,2017/2018,Cuenca,Brunei Darussalam,si,Guadalajara,Humanidades,Masculino,Historia,sed,Universidad de La Laguna,ULL03,T99,nesciunt,szz31192
4318,IS04,PLAN180hL,MEC20,2023/2024,Cuenca,Brunei Darussalam,no,Guadalajara,Humanidades,Masculino,Historia,sed,Universidad de La Laguna,ULL03,T99,nesciunt,szz31192
4319,IS65,PLAN180hL,MEC60,2021/2022,Cuenca,Brunei Darussalam,no,Guadalajara,Humanidades,Masculino,Historia,sed,Universidad de La Laguna,ULL03,T99,nesciunt,szz31192
4320,IS41,PLAN485Fi,MEC04,2020/2021,Ávila,Kirguistán,si,Valencia,Ciencias Sociales y Jurídicas,Masculino,Derecho,accusamus,Universidad de Barcelona,UDB02,T54,sequi,cvN42269
4321,IS02,PLAN485Fi,MEC20,2019/2020,Ávila,Kirguistán,no,Valencia,Ciencias Sociales y Jurídicas,Masculino,Derecho,accusamus,Universidad de Barcelona,UDB02,T54,sequi,cvN42269
4322,IS62,PLAN485Fi,MEC20,2018/2019,Lugo,República Federal Democrática de Nepal,si,Badajoz,Ciencias Sociales y Jurídicas,Femenino,Derecho,dolores,Universidad de Barcelona,UDB02,T53,nulla,JXK16650
4323,IS52,PLAN485Fi,MEC12,2022/2023,Lugo,República Federal Democrática de Nepal,no,Badajoz,Ciencias Sociales y Jurídicas,Femenino,Derecho,dolores,Universidad de Barcelona,UDB02,T53,nulla,JXK16650
4324,IS22,PLAN485Fi,MEC80,2019/2020,Lugo,República Federal Democrática de Nepal,no,Badajoz,Ciencias Sociales y Jurídicas,Femenino,Derecho,dolores,Universidad de Barcelona,UDB02,T53,nulla,JXK16650
4325,IS02,PLAN485Fi,MEC58,2017/2018,Lugo,República Federal Democrática de Nepal,no,Badajoz,Ciencias Sociales y Jurídicas,Femenino,Derecho,dolores,Universidad de Barcelona,UDB02,T53,nulla,JXK16650
4326,IS70,PLAN485Fi,MEC13,2023/2024,Lugo,República Federal Democrática de Nepal,no,Badajoz,Ciencias Sociales y Jurídicas,Femenino,Derecho,dolores,Universidad de Barcelona,UDB02,T53,nulla,JXK16650
4327,IS99,PLAN180hL,MEC45,2019/2020,Ceuta,Kenya,si,Castellón,Humanidades,Femenino,Historia,sed,Universidad de Madrid,UDM01,T25,nesciunt,epo45304
4328,IS78,PLAN180hL,MEC99,2018/2019,Ceuta,Kenya,no,Castellón,Humanidades,Femenino,Historia,sed,Universidad de Madrid,UDM01,T25,nesciunt,epo45304
4329,IS58,PLAN180hL,MEC61,2021/2022,Ceuta,Kenya,no,Castellón,Humanidades,Femenino,Historia,sed,Universidad de Madrid,UDM01,T25,nesciunt,epo45304
4330,IS47,PLAN983cq,MEC19,2023/2024,Badajoz,Líbano,si,Palencia,Ingeniería y Tecnología,Femenino,Ingeniería Informática,suscipit,Universidad de La Laguna,ULL03,T71,similique,AQq18035
4331,IS95,PLAN983cq,MEC80,2021/2022,Badajoz,Líbano,no,Palencia,Ingeniería y Tecnología,Femenino,Ingeniería Informática,suscipit,Universidad de La Laguna,ULL03,T71,similique,AQq18035
4332,IS02,PLAN983cq,MEC76,2018/2019,Badajoz,Líbano,no,Palencia,Ingeniería y Tecnología,Femenino,Ingeniería Informática,suscipit,Universidad de La Laguna,ULL03,T71,similique,AQq18035
4333,IS98,PLAN983cq,MEC46,2019/2020,Badajoz,Líbano,no,Palencia,Ingeniería y Tecnología,Femenino,Ingeniería Informática,suscipit,Universidad de La Laguna,ULL03,T71,similique,AQq18035
4334,IS42,PLAN983cq,MEC96,2017/2018,Badajoz,Líbano,no,Palencia,Ingeniería y Tecnología,Femenino,Ingeniería Informática,suscipit,Universidad de La Laguna,ULL03,T71,similique,AQq18035
4335,IS73,PLAN180hL,MEC98,2018/2019,Álava,Tuvalu,si,Huelva,Humanidades,Femenino,Historia,ab,Universidad de Barcelona,UDB02,T28,tempora,VfI37592
4336,IS98,PLAN180hL,MEC26,2023/2024,Álava,Tuvalu,no,Huelva,Humanidades,Femenino,Historia,ab,Universidad de Barcelona,UDB02,T28,tempora,VfI37592
4337,IS36,PLAN180hL,MEC93,2021/2022,Álava,Tuvalu,no,Huelva,Humanidades,Femenino,Historia,ab,Universidad de Barcelona,UDB02,T28,tempora,VfI37592
4338,IS45,PLAN180hL,MEC32,2017/2018,Álava,Tuvalu,no,Huelva,Humanidades,Femenino,Historia,ab,Universidad de Barcelona,UDB02,T28,tempora,VfI37592
4339,IS60,PLAN180hL,MEC03,2019/2020,Álava,Tuvalu,no,Huelva,Humanidades,Femenino,Historia,ab,Universidad de Barcelona,UDB02,T28,tempora,VfI37592
4340,IS22,PLAN367gw,MEC26,2018/2019,Segovia,Grecia,si,Huesca,Ciencias de la Salud,Femenino,Medicina,saepe,Universidad de La Laguna,ULL03,T67,esse,rWq49257
4341,IS36,PLAN367gw,MEC36,2017/2018,Segovia,Grecia,no,Huesca,Ciencias de la Salud,Femenino,Medicina,saepe,Universidad de La Laguna,ULL03,T67,esse,rWq49257
4342,IS28,PLAN367gw,MEC18,2021/2022,Segovia,Grecia,no,Huesca,Ciencias de la Salud,Femenino,Medicina,saepe,Universidad de La Laguna,ULL03,T67,esse,rWq49257
4343,IS76,PLAN367gw,MEC70,2023/2024,Segovia,Grecia,no,Huesca,Ciencias de la Salud,Femenino,Medicina,saepe,Universidad de La Laguna,ULL03,T67,esse,rWq49257
4344,IS41,PLAN485Fi,MEC12,2020/2021,Segovia,Emiratos Árabes Unidos,si,Toledo,Ciencias Sociales y Jurídicas,Masculino,Derecho,tenetur,Universidad de La Laguna,ULL03,T77,nobis,tka77764
4345,IS43,PLAN485Fi,MEC05,2018/2019,Segovia,Emiratos Árabes Unidos,no,Toledo,Ciencias Sociales y Jurídicas,Masculino,Derecho,tenetur,Universidad de La Laguna,ULL03,T77,nobis,tka77764
4346,IS22,PLAN485Fi,MEC55,2021/2022,Segovia,Emiratos Árabes Unidos,no,Toledo,Ciencias Sociales y Jurídicas,Masculino,Derecho,tenetur,Universidad de La Laguna,ULL03,T77,nobis,tka77764
4347,IS95,PLAN485Fi,MEC49,2023/2024,Segovia,Emiratos Árabes Unidos,no,Toledo,Ciencias Sociales y Jurídicas,Masculino,Derecho,tenetur,Universidad de La Laguna,ULL03,T77,nobis,tka77764
4348,IS58,PLAN485Fi,MEC59,2019/2020,Segovia,Emiratos Árabes Unidos,no,Toledo,Ciencias Sociales y Jurídicas,Masculino,Derecho,tenetur,Universidad de La Laguna,ULL03,T77,nobis,tka77764
4349,IS15,PLAN485Fi,MEC06,2023/2024,Huesca,Guinea,si,Santa Cruz de Tenerife,Ciencias Sociales y Jurídicas,Femenino,Derecho,cupiditate,Universidad de La Laguna,ULL03,T09,sit,XaS85755
4350,IS88,PLAN485Fi,MEC31,2022/2023,Huesca,Guinea,no,Santa Cruz de Tenerife,Ciencias Sociales y Jurídicas,Femenino,Derecho,cupiditate,Universidad de La Laguna,ULL03,T09,sit,XaS85755
4351,IS89,PLAN485Fi,MEC06,2018/2019,Huesca,Guinea,no,Santa Cruz de Tenerife,Ciencias Sociales y Jurídicas,Femenino,Derecho,cupiditate,Universidad de La Laguna,ULL03,T09,sit,XaS85755
4352,IS99,PLAN485Fi,MEC77,2020/2021,Pontevedra,Gabón,si,Segovia,Ciencias Sociales y Jurídicas,Masculino,Derecho,eligendi,Universidad de Madrid,UDM01,T04,cum,otQ02913
4353,IS76,PLAN485Fi,MEC25,2021/2022,Pontevedra,Gabón,no,Segovia,Ciencias Sociales y Jurídicas,Masculino,Derecho,eligendi,Universidad de Madrid,UDM01,T04,cum,otQ02913
4354,IS04,PLAN485Fi,MEC60,2017/2018,Pontevedra,Gabón,no,Segovia,Ciencias Sociales y Jurídicas,Masculino,Derecho,eligendi,Universidad de Madrid,UDM01,T04,cum,otQ02913
4355,IS20,PLAN485Fi,MEC10,2023/2024,Córdoba,Malawi,si,Alicante,Ciencias Sociales y Jurídicas,Masculino,Derecho,at,Universidad de Madrid,UDM01,T56,quia,XUm07203
4356,IS78,PLAN367gw,MEC48,2018/2019,Murcia,Nigeria,si,León,Ciencias de la Salud,Masculino,Medicina,distinctio,Universidad de Madrid,UDM01,T06,odit,Tic55141
4357,IS88,PLAN367gw,MEC97,2019/2020,Valladolid,Omán,si,Burgos,Ciencias de la Salud,Masculino,Medicina,qui,Universidad de Madrid,UDM01,T93,veniam,HYo28253
4358,IS11,PLAN367gw,MEC39,2021/2022,Valladolid,Omán,no,Burgos,Ciencias de la Salud,Masculino,Medicina,qui,Universidad de Madrid,UDM01,T93,veniam,HYo28253
4359,IS09,PLAN367gw,MEC29,2018/2019,Valladolid,Omán,no,Burgos,Ciencias de la Salud,Masculino,Medicina,qui,Universidad de Madrid,UDM01,T93,veniam,HYo28253
4360,IS98,PLAN367gw,MEC19,2017/2018,Valladolid,Omán,no,Burgos,Ciencias de la Salud,Masculino,Medicina,qui,Universidad de Madrid,UDM01,T93,veniam,HYo28253
4361,IS24,PLAN367gw,MEC62,2017/2018,Guadalajara,Finlandia,si,Asturias,Ciencias de la Salud,Masculino,Medicina,laborum,Universidad de Madrid,UDM01,T63,libero,pUT89002
4362,IS40,PLAN367gw,MEC84,2018/2019,Guadalajara,Finlandia,no,Asturias,Ciencias de la Salud,Masculino,Medicina,laborum,Universidad de Madrid,UDM01,T63,libero,pUT89002
4363,IS39,PLAN367gw,MEC79,2023/2024,Asturias,Japón,si,Melilla,Ciencias de la Salud,Femenino,Medicina,molestias,Universidad de Barcelona,UDB02,T17,provident,whd69720
4364,IS87,PLAN367gw,MEC94,2022/2023,Asturias,Japón,no,Melilla,Ciencias de la Salud,Femenino,Medicina,molestias,Universidad de Barcelona,UDB02,T17,provident,whd69720
4365,IS92,PLAN367gw,MEC33,2021/2022,Asturias,Japón,no,Melilla,Ciencias de la Salud,Femenino,Medicina,molestias,Universidad de Barcelona,UDB02,T17,provident,whd69720
4366,IS11,PLAN367gw,MEC58,2019/2020,Asturias,Japón,no,Melilla,Ciencias de la Salud,Femenino,Medicina,molestias,Universidad de Barcelona,UDB02,T17,provident,whd69720
4367,IS01,PLAN485Fi,MEC88,2017/2018,Murcia,República Democrática del Congo,si,Ceuta,Ciencias Sociales y Jurídicas,Masculino,Derecho,sed,Universidad de La Laguna,ULL03,T36,impedit,crp94065
4368,IS44,PLAN485Fi,MEC63,2021/2022,Navarra,Santa Lucía,si,Huesca,Ciencias Sociales y Jurídicas,Masculino,Derecho,molestias,Universidad de Barcelona,UDB02,T47,recusandae,LPR28098
4369,IS78,PLAN485Fi,MEC88,2017/2018,Navarra,Santa Lucía,no,Huesca,Ciencias Sociales y Jurídicas,Masculino,Derecho,molestias,Universidad de Barcelona,UDB02,T47,recusandae,LPR28098
4370,IS18,PLAN485Fi,MEC90,2017/2018,Ceuta,Mongolia,si,Huesca,Ciencias Sociales y Jurídicas,Femenino,Derecho,autem,Universidad de Barcelona,UDB02,T62,illum,KHZ14322
4371,IS64,PLAN485Fi,MEC46,2022/2023,Ceuta,Mongolia,no,Huesca,Ciencias Sociales y Jurídicas,Femenino,Derecho,autem,Universidad de Barcelona,UDB02,T62,illum,KHZ14322
4372,IS46,PLAN983cq,MEC26,2018/2019,Almería,Qatar,si,La Coruña,Ingeniería y Tecnología,Femenino,Ingeniería Informática,nam,Universidad de Madrid,UDM01,T60,ab,jhQ62233
4373,IS99,PLAN367gw,MEC50,2018/2019,Soria,Guinea,si,Cádiz,Ciencias de la Salud,Masculino,Medicina,nulla,Universidad de Madrid,UDM01,T13,quas,pgM49361
4374,IS55,PLAN367gw,MEC26,2023/2024,Soria,Guinea,no,Cádiz,Ciencias de la Salud,Masculino,Medicina,nulla,Universidad de Madrid,UDM01,T13,quas,pgM49361
4375,IS77,PLAN367gw,MEC16,2019/2020,Soria,Guinea,no,Cádiz,Ciencias de la Salud,Masculino,Medicina,nulla,Universidad de Madrid,UDM01,T13,quas,pgM49361
4376,IS05,PLAN367gw,MEC28,2022/2023,Soria,Guinea,no,Cádiz,Ciencias de la Salud,Masculino,Medicina,nulla,Universidad de Madrid,UDM01,T13,quas,pgM49361
4377,IS68,PLAN367gw,MEC39,2020/2021,Soria,Guinea,no,Cádiz,Ciencias de la Salud,Masculino,Medicina,nulla,Universidad de Madrid,UDM01,T13,quas,pgM49361
4378,IS44,PLAN485Fi,MEC76,2022/2023,Ávila,República Unida de Tanzanía,si,Ceuta,Ciencias Sociales y Jurídicas,Masculino,Derecho,laudantium,Universidad de La Laguna,ULL03,T91,aliquam,aVb62057
4379,IS37,PLAN485Fi,MEC01,2020/2021,Ávila,República Unida de Tanzanía,no,Ceuta,Ciencias Sociales y Jurídicas,Masculino,Derecho,laudantium,Universidad de La Laguna,ULL03,T91,aliquam,aVb62057
4380,IS10,PLAN485Fi,MEC56,2021/2022,Ávila,República Unida de Tanzanía,no,Ceuta,Ciencias Sociales y Jurídicas,Masculino,Derecho,laudantium,Universidad de La Laguna,ULL03,T91,aliquam,aVb62057
4381,IS24,PLAN485Fi,MEC54,2017/2018,Ávila,República Unida de Tanzanía,no,Ceuta,Ciencias Sociales y Jurídicas,Masculino,Derecho,laudantium,Universidad de La Laguna,ULL03,T91,aliquam,aVb62057
4382,IS67,PLAN485Fi,MEC03,2018/2019,Ávila,República Unida de Tanzanía,no,Ceuta,Ciencias Sociales y Jurídicas,Masculino,Derecho,laudantium,Universidad de La Laguna,ULL03,T91,aliquam,aVb62057
4383,IS76,PLAN180hL,MEC87,2017/2018,Sevilla,Mauritania,si,Las Palmas,Humanidades,Masculino,Historia,corrupti,Universidad de Barcelona,UDB02,T25,temporibus,Ijc48679
4384,IS31,PLAN367gw,MEC96,2021/2022,Granada,Fiji,si,Córdoba,Ciencias de la Salud,Femenino,Medicina,facere,Universidad de La Laguna,ULL03,T24,distinctio,jqE78282
4385,IS37,PLAN367gw,MEC75,2021/2022,Granada,Gambia,si,Granada,Ciencias de la Salud,Femenino,Medicina,magni,Universidad de La Laguna,ULL03,T28,aspernatur,zWD49601
4386,IS05,PLAN180hL,MEC51,2023/2024,Santa Cruz de Tenerife,Somalia,si,Baleares,Humanidades,Masculino,Historia,soluta,Universidad de Barcelona,UDB02,T86,nostrum,jMz74590
4387,IS58,PLAN180hL,MEC40,2017/2018,Santa Cruz de Tenerife,Somalia,no,Baleares,Humanidades,Masculino,Historia,soluta,Universidad de Barcelona,UDB02,T86,nostrum,jMz74590
4388,IS67,PLAN180hL,MEC63,2018/2019,Santa Cruz de Tenerife,Somalia,no,Baleares,Humanidades,Masculino,Historia,soluta,Universidad de Barcelona,UDB02,T86,nostrum,jMz74590
4389,IS50,PLAN180hL,MEC03,2020/2021,Santa Cruz de Tenerife,Somalia,no,Baleares,Humanidades,Masculino,Historia,soluta,Universidad de Barcelona,UDB02,T86,nostrum,jMz74590
4390,IS96,PLAN180hL,MEC90,2019/2020,La Rioja,Antigua y Barbuda,si,Alicante,Humanidades,Femenino,Historia,quo,Universidad de Barcelona,UDB02,T48,eos,CQn82622
4391,IS36,PLAN367gw,MEC91,2020/2021,Tarragona,Tailandia,si,Lugo,Ciencias de la Salud,Masculino,Medicina,porro,Universidad de Madrid,UDM01,T72,quam,IQM00885
4392,IS38,PLAN367gw,MEC02,2018/2019,Tarragona,Tailandia,no,Lugo,Ciencias de la Salud,Masculino,Medicina,porro,Universidad de Madrid,UDM01,T72,quam,IQM00885
4393,IS97,PLAN367gw,MEC80,2021/2022,Tarragona,Tailandia,no,Lugo,Ciencias de la Salud,Masculino,Medicina,porro,Universidad de Madrid,UDM01,T72,quam,IQM00885
4394,IS14,PLAN367gw,MEC45,2018/2019,Navarra,Guyana,si,Ciudad,Ciencias de la Salud,Masculino,Medicina,magnam,Universidad de Barcelona,UDB02,T91,dicta,pVJ51295
4395,IS48,PLAN367gw,MEC90,2017/2018,Navarra,Guyana,no,Ciudad,Ciencias de la Salud,Masculino,Medicina,magnam,Universidad de Barcelona,UDB02,T91,dicta,pVJ51295
4396,IS61,PLAN367gw,MEC65,2019/2020,Navarra,Guyana,no,Ciudad,Ciencias de la Salud,Masculino,Medicina,magnam,Universidad de Barcelona,UDB02,T91,dicta,pVJ51295
4397,IS63,PLAN180hL,MEC17,2017/2018,Navarra,Kuwait,si,Salamanca,Humanidades,Masculino,Historia,maiores,Universidad de La Laguna,ULL03,T95,a,IKa43314
4398,IS96,PLAN180hL,MEC12,2020/2021,Navarra,Kuwait,no,Salamanca,Humanidades,Masculino,Historia,maiores,Universidad de La Laguna,ULL03,T95,a,IKa43314
4399,IS94,PLAN180hL,MEC68,2023/2024,Cáceres,Armenia,si,Cádiz,Humanidades,Masculino,Historia,quisquam,Universidad de Barcelona,UDB02,T19,quod,Vin52156
4400,IS94,PLAN180hL,MEC04,2022/2023,Cáceres,Armenia,no,Cádiz,Humanidades,Masculino,Historia,quisquam,Universidad de Barcelona,UDB02,T19,quod,Vin52156
4401,IS84,PLAN983cq,MEC96,2021/2022,Álava,Bolivia,si,Albacete,Ingeniería y Tecnología,Masculino,Ingeniería Informática,magnam,Universidad de Madrid,UDM01,T24,nobis,ZtU80088
4402,IS63,PLAN983cq,MEC81,2017/2018,Álava,Bolivia,no,Albacete,Ingeniería y Tecnología,Masculino,Ingeniería Informática,magnam,Universidad de Madrid,UDM01,T24,nobis,ZtU80088
4403,IS69,PLAN367gw,MEC81,2017/2018,Málaga,Dominicana,si,Zamora,Ciencias de la Salud,Femenino,Medicina,suscipit,Universidad de Madrid,UDM01,T38,molestias,WND32073
4404,IS54,PLAN367gw,MEC15,2020/2021,Málaga,Dominicana,no,Zamora,Ciencias de la Salud,Femenino,Medicina,suscipit,Universidad de Madrid,UDM01,T38,molestias,WND32073
4405,IS62,PLAN367gw,MEC57,2023/2024,Málaga,Dominicana,no,Zamora,Ciencias de la Salud,Femenino,Medicina,suscipit,Universidad de Madrid,UDM01,T38,molestias,WND32073
4406,IS73,PLAN367gw,MEC85,2019/2020,Navarra,Ucrania,si,Ciudad,Ciencias de la Salud,Masculino,Medicina,nulla,Universidad de Madrid,UDM01,T08,itaque,nGT18105
4407,IS21,PLAN367gw,MEC96,2021/2022,Navarra,Ucrania,no,Ciudad,Ciencias de la Salud,Masculino,Medicina,nulla,Universidad de Madrid,UDM01,T08,itaque,nGT18105
4408,IS62,PLAN367gw,MEC11,2022/2023,Navarra,Ucrania,no,Ciudad,Ciencias de la Salud,Masculino,Medicina,nulla,Universidad de Madrid,UDM01,T08,itaque,nGT18105
4409,IS83,PLAN367gw,MEC04,2020/2021,Navarra,Ucrania,no,Ciudad,Ciencias de la Salud,Masculino,Medicina,nulla,Universidad de Madrid,UDM01,T08,itaque,nGT18105
4410,IS86,PLAN367gw,MEC60,2017/2018,Navarra,Ucrania,no,Ciudad,Ciencias de la Salud,Masculino,Medicina,nulla,Universidad de Madrid,UDM01,T08,itaque,nGT18105
4411,IS31,PLAN485Fi,MEC65,2017/2018,Álava,Micronesia,si,Lugo,Ciencias Sociales y Jurídicas,Femenino,Derecho,sed,Universidad de Barcelona,UDB02,T39,cum,WDE81290
4412,IS95,PLAN485Fi,MEC44,2022/2023,Álava,Micronesia,no,Lugo,Ciencias Sociales y Jurídicas,Femenino,Derecho,sed,Universidad de Barcelona,UDB02,T39,cum,WDE81290
4413,IS79,PLAN367gw,MEC02,2018/2019,Murcia,Azerbaiyán,si,León,Ciencias de la Salud,Masculino,Medicina,animi,Universidad de Barcelona,UDB02,T68,dolores,vNh14540
4414,IS92,PLAN367gw,MEC76,2021/2022,Murcia,Azerbaiyán,no,León,Ciencias de la Salud,Masculino,Medicina,animi,Universidad de Barcelona,UDB02,T68,dolores,vNh14540
